country.b,country.a,exp.comp,imp.comp,statea,stateb,year,dispnum3,endyear,hiact,hostlev,outcome,fatality,victor,loser,is.war,pb.exps,pb.imps,delta.exp.comp,delta.imp.comp
Philippines,Japan,0.03698931029444225,0.7432086897514047,740,840,1982,3612,1982,0,No militarized action,5,0,0,0,1,0.05082940654676667,0.15296270926313874,0.013840096252324414,-0.590245980488266
Thailand,Lao P.Dem.R,0.005202879429170205,0.09322062412194727,812,800,1982,3082,1982,16,Use of force,5,NA,0,0,1,0.024471795818263094,0.09095735677553828,0.019268916389092887,-0.002263267346408998
Thailand,Myanmar,0.0931898468316486,0.079095997628688,775,800,1982,3074,1983,15,Use of force,5,0,0,0,1,0.104473397603697,0.09839379999542779,0.0112835507720484,0.01929780236673978
Greece,Turkey,0.26046272619943966,0.4888044150334716,640,350,1982,2176,1984,16,Use of force,5,0,0,0,1,0.29489827707887706,0.45951536798636444,0.03443555087943739,-0.029289047047107164
Greece,Iraq,-2.3145237098407773e-4,0.08754481468510025,645,350,1982,3079,1982,16,Use of force,5,0,0,0,1,0.023528099657587075,0.04213538037136994,0.023759552028571152,-0.04540943431373031
Italy,Fm USSR,0.027278630128452126,0.0514177128082507,365,325,1982,3089,1982,12,Display of force,5,0,0,0,1,0.03065297412110465,0.05636925696140987,0.0033743439926525245,0.004951544153159168
Sweden,Fm USSR,0.054694660721500483,0.052693726312102195,365,380,1982,2973,1982,12,Display of force,5,0,0,0,1,0.050979099310712234,0.05043529745030057,-0.00371556141078825,-0.002258428861801623
Ethiopia,Somalia,0.020278614393647868,0.041162391840103243,520,530,1982,2072,1984,17,Use of force,5,5,0,0,1,0.10534986717674162,0.2758385883377527,0.08507125278309376,0.23467619649764948
Jordan,Syria,0.029401107980608774,0.09983607747652293,652,663,1982,3106,1982,16,Use of force,5,0,0,0,1,0.18108935334103296,0.30324085821670715,0.1516882453604242,0.20340478074018423
Libya,USA,2.7930723663991915e-4,0.014001090916796624,2,620,1982,2978,1982,7,Display of force,5,0,0,0,1,-2.2441214346747407e-4,0.017305242378747466,-5.037193801073932e-4,0.003304151461950842
Libya,USA,2.7930723663991915e-4,0.014001090916796624,2,620,1982,3088,1982,0,No militarized action,5,0,0,0,1,-2.2441214346747407e-4,0.017305242378747466,-5.037193801073932e-4,0.003304151461950842
Dem.Rp.Congo,Zambia,0.11756092886863204,0.05430100674642239,551,490,1982,3090,1982,17,Use of force,6,1,0,0,1,0.16045973529485805,0.07771506494686937,0.04289880642622601,0.023414058200446987
Togo,Ghana,0.029461399942835458,0.0457820761636263,452,461,1982,3076,1982,16,Use of force,5,NA,0,0,1,0.026767972450435388,0.014522324846301938,-0.0026934274924000703,-0.031259751317324364
Mexico,Guatemala,0.2499331649844039,0.3346607010642465,90,70,1982,2348,1983,16,Use of force,5,0,0,0,1,0.14657111177124885,0.16754226884463955,-0.10336205321315506,-0.16711843221960695
Venezuela,Colombia,0.09537562849677135,0.18351244857892318,100,101,1982,2323,1982,16,Use of force,5,0,0,0,1,0.13927493357062842,0.211248223653928,0.04389930507385707,0.027735775075004826
Venezuela,Guyana,5.243987225698882e-4,0.12268354077173411,110,101,1982,3085,1982,0,No militarized action,5,0,0,0,1,0.002109300417864929,0.05600389762020438,0.0015849016952950408,-0.06667964315152974
Guatemala,Mexico,0.2499331649844039,0.3346607010642465,70,90,1982,2348,1983,0,No militarized action,5,0,0,0,1,0.14657111177124885,0.16754226884463955,-0.10336205321315506,-0.16711843221960695
Nicaragua,USA,0.03608276411188251,0.3580285951810637,2,93,1982,2977,1982,12,Display of force,5,0,0,0,1,0.0342675882753375,0.030418722870579663,-0.001815175836545009,-0.32760987231048405
Guyana,Venezuela,5.243987225698882e-4,0.12268354077173411,101,110,1982,3085,1982,16,Use of force,5,0,0,0,1,0.002109300417864929,0.05600389762020438,0.0015849016952950408,-0.06667964315152974
Iraq,Greece,-2.3145237098407773e-4,0.08754481468510025,350,645,1982,3079,1982,0,No militarized action,5,0,0,0,1,0.023528099657587075,0.04213538037136994,0.023759552028571152,-0.04540943431373031
Iraq,Syria,0.3370993355944162,0.5654473330435651,652,645,1982,3086,1982,7,Display of force,5,0,0,0,1,0.38076122875878976,0.28362667350026866,0.04366189316437358,-0.28182065954329644
Iraq,Korea Rep.,-3.3474904907025645e-4,0.0443979661860905,732,645,1982,3078,1982,0,No militarized action,5,0,0,0,1,-2.571760341648488e-4,0.17133132235361456,7.757301490540763e-5,0.12693335616752405
Syria,Jordan,0.029401107980608774,0.09983607747652293,663,652,1982,3106,1982,0,No militarized action,5,0,0,0,1,0.18108935334103296,0.30324085821670715,0.1516882453604242,0.20340478074018423
Syria,Iraq,0.3370993355944162,0.5654473330435651,645,652,1982,3086,1982,0,No militarized action,5,0,0,0,1,0.38076122875878976,0.28362667350026866,0.04366189316437358,-0.28182065954329644
India,Pakistan,0.1276059387926045,0.7253669191973394,770,750,1982,2640,1982,0,No militarized action,5,0,0,0,1,0.07324723318914747,0.06635303493902973,-0.05435870560345704,-0.6590138842583096
Korea Rep.,Iraq,-3.3474904907025645e-4,0.0443979661860905,645,732,1982,3078,1982,16,Use of force,5,0,0,0,1,-2.571760341648488e-4,0.17133132235361456,7.757301490540763e-5,0.12693335616752405
Fm USSR,USA,0.031096447767495074,0.022253738141329336,2,365,1982,2229,1983,7,Display of force,5,0,0,0,1,0.010255665888108683,0.014763278411714233,-0.020840781879386393,-0.007490459729615102
Fm USSR,USA,0.031096447767495074,0.022253738141329336,2,365,1982,2982,1982,0,No militarized action,5,0,0,0,1,0.021769942069895864,0.00773298900377025,-0.00932650569759921,-0.014520749137559085
Fm USSR,Japan,9.088356619562894e-4,0.045110077555540654,740,365,1982,2229,1983,0,No militarized action,5,0,0,0,1,-3.2409002505569685e-4,0.07724471159225847,-0.001232925687011986,0.03213463403671782
Fm USSR,Japan,9.088356619562894e-4,0.045110077555540654,740,365,1982,2976,1982,7,Display of force,5,0,0,0,1,8.869467857476585e-4,0.044976555782199334,-2.1888876208630897e-5,-1.335217733413191e-4
Fm USSR,Italy,0.027278630128452126,0.0514177128082507,325,365,1982,3089,1982,7,Display of force,5,0,0,0,1,0.03065297412110465,0.05636925696140987,0.0033743439926525245,0.004951544153159168
Fm USSR,Sweden,0.054694660721500483,0.052693726312102195,380,365,1982,2973,1982,16,Use of force,5,0,0,0,1,0.050979099310712234,0.05043529745030057,-0.00371556141078825,-0.002258428861801623
Ghana,Togo,0.029461399942835458,0.0457820761636263,461,452,1982,3076,1982,16,Use of force,5,NA,0,0,1,0.026767972450435388,0.014522324846301938,-0.0026934274924000703,-0.031259751317324364
Somalia,Ethiopia,0.020278614393647868,0.041162391840103243,530,520,1982,2072,1984,17,Use of force,5,5,0,0,1,0.10534986717674162,0.2758385883377527,0.08507125278309376,0.23467619649764948
Zambia,Dem.Rp.Congo,0.11756092886863204,0.05430100674642239,490,551,1982,3090,1982,17,Use of force,6,1,0,0,1,0.16045973529485805,0.07771506494686937,0.04289880642622601,0.023414058200446987
Lao P.Dem.R,Thailand,0.005202879429170205,0.09322062412194727,800,812,1982,3082,1982,16,Use of force,5,NA,0,0,1,0.024471795818263094,0.09095735677553828,0.019268916389092887,-0.002263267346408998
Korea D P Rp,Japan,0.008290511755576893,0.003369805683590514,740,731,1982,2974,1982,0,No militarized action,5,0,0,0,1,0.002594811122007607,0.0015618879475905866,-0.005695700633569286,-0.0018079177359999275
Myanmar,Thailand,0.0931898468316486,0.079095997628688,800,775,1982,3074,1983,0,No militarized action,5,0,0,0,1,0.104473397603697,0.09839379999542779,0.0112835507720484,0.01929780236673978
Papua N.Guin,Indonesia,0.01964524586514515,0.2695714263925885,850,910,1982,3083,1982,16,Use of force,5,0,0,0,1,0.023378047906210942,0.22645867498827973,0.0037328020410657935,-0.043112751404308786
USA,Cuba,0.008529981776609295,0.002971381693124812,40,2,1983,2981,1983,0,No militarized action,5,0,0,0,1,0.001520541114212486,0.02311196064769008,-0.007009440662396809,0.020140578954565266
USA,Iran,0.0016984339401579485,0.05778161856937619,630,2,1983,3071,1983,7,Display of force,5,0,0,0,1,2.3432405139334366e-4,0.07592522967117697,-0.0014641098887646048,0.01814361110180078
USA,Syria,0.01291984320483389,0.26503389558617324,652,2,1983,3062,1984,17,Use of force,5,NA,0,0,1,0.00334215292996891,0.03821205326117599,-0.00957769027486498,-0.22682184232499725
USA,Korea D P Rp,0.024877473864967022,0.08036663251639284,731,2,1983,2195,1983,16,Use of force,5,0,0,0,1,0.004153650419251832,0.11614915962176514,-0.02072382344571519,0.0357825271053723
USA,Fm USSR,0.021769942069895864,0.00773298900377025,365,2,1983,2231,1984,7,Display of force,5,NA,0,0,1,0.012793481837393044,0.0198472496835995,-0.00897646023250282,0.01211426067982925
USA,Fm USSR,0.021769942069895864,0.00773298900377025,365,2,1983,2231,1984,7,Display of force,5,NA,0,0,1,0.012793481837393044,0.0198472496835995,-0.00897646023250282,0.01211426067982925
USA,Libya,-2.2441214346747407e-4,0.017305242378747466,620,2,1983,3065,1983,7,Display of force,5,0,0,0,1,3.8425983467323317e-4,0.3036105832585734,6.086719781407072e-4,0.2863053408798259
USA,Libya,-2.2441214346747407e-4,0.017305242378747466,620,2,1983,3634,1984,16,Use of force,5,NA,0,0,1,4.8248201961640757e-4,0.11790756876039123,7.068941630838817e-4,0.10060232638164376
Brazil,Libya,-1.962206711418358e-4,0.08720403896262414,620,140,1983,3068,1983,0,No militarized action,7,0,0,0,1,-5.592454424746992e-6,0.007197791361238424,1.906282167170888e-4,-0.08000624760138572
Israel,Egypt,0.003985778774884759,0.19302945372200764,651,666,1983,3385,1985,15,Use of force,7,0,0,0,1,0.0033718479916920847,0.05337753423061728,-6.139307831926747e-4,-0.13965191949139036
Cyprus,Egypt,0.004622397471621624,0.18224093661559274,651,352,1983,2163,1983,17,Use of force,6,1,0,0,1,0.008579710773895481,0.12862917688790418,0.0039573133022738575,-0.05361175972768856
Bangladesh,India,0.10087708357690636,0.39795458510138304,750,771,1983,3055,1984,17,Use of force,6,1,0,0,1,0.23458922865282675,0.05075119014676671,0.13371214507592039,-0.34720339495461633
Pakistan,India,0.07324723318914747,0.06635303493902973,750,770,1983,2641,1984,17,Use of force,5,1,0,0,1,0.11133052584320154,0.4333192666573821,0.038083292654054066,0.36696623171835235
Pakistan,Afghanistan,0.15978941846831232,0.0284408731261743,700,770,1983,2054,1987,17,Use of force,5,NA,0,0,1,0.07730064875338881,0.01892332540156624,-0.08248876971492351,-0.009517547724608059
Thailand,Myanmar,0.15361490468325206,0.1114785185180653,775,800,1983,3075,1983,0,No militarized action,5,0,0,0,1,0.104473397603697,0.09839379999542779,-0.04914150707955506,-0.013084718522637512
Thailand,Lao P.Dem.R,0.024471795818263094,0.09095735677553828,812,800,1983,3540,1986,17,Use of force,5,2,0,0,1,0.004202387754452369,0.0349680652951584,-0.020269408063810723,-0.05598929148037988
"France,Monac",Libya,0.008996233792825723,0.10278772075043559,620,220,1983,3634,1984,16,Use of force,5,NA,0,0,1,0.004984940169319953,0.1124241536963242,-0.0040112936235057696,0.009636432945888618
Greece,Iraq,0.023528099657587075,0.04213538037136994,645,350,1983,3057,1985,16,Use of force,5,0,0,0,1,0.03752313600837637,0.052242184752433855,0.013995036350789292,0.010106804381063914
UK,Argentina,0.018975547346447425,0.18145080004431283,160,200,1983,3064,1983,7,Display of force,5,0,0,0,1,0.01068114410036592,0.06160752111480716,-0.008294403246081505,-0.11984327892950566
Norway,Fm USSR,0.2526732972977065,0.07630857669114659,365,385,1983,3067,1983,7,Display of force,5,0,0,0,1,0.2507210366289051,0.09151702702173613,-0.0019522606688013866,0.01520845033058954
Sweden,Fm USSR,0.050979099310712234,0.05043529745030057,365,380,1983,3615,1983,12,Display of force,7,0,0,0,1,0.03185254495018874,0.02422955753155974,-0.019126554360523497,-0.026205739918740832
South Africa,Mozambique,0.037167898076195006,0.1060544766458162,541,560,1983,3070,1983,15,Use of force,5,1,0,0,1,NA,NA,NA,NA
Sudan,Ethiopia,0.010783906847272996,0.21607762107057307,530,625,1983,3056,1983,7,Display of force,5,0,0,0,1,0.02212778558646226,0.08221050022365535,0.011343878739189265,-0.1338671208469177
Sudan,Libya,5.237254954243206e-4,0.17166881425375524,620,625,1983,3065,1983,7,Display of force,5,0,0,0,1,5.918523162435978e-4,0.15362379223071315,6.81268208192773e-5,-0.01804502202304209
Egypt,Israel,0.003985778774884759,0.19302945372200764,666,651,1983,3385,1985,12,Display of force,7,0,0,0,1,0.0033718479916920847,0.05337753423061728,-6.139307831926747e-4,-0.13965191949139036
Egypt,Cyprus,0.004622397471621624,0.18224093661559274,352,651,1983,2163,1983,17,Use of force,6,1,0,0,1,0.008579710773895481,0.12862917688790418,0.0039573133022738575,-0.05361175972768856
Dem.Rp.Congo,Zambia,0.16045973529485805,0.07771506494686937,551,490,1983,3060,1984,17,Use of force,5,NA,0,0,1,0.18502759977293723,0.16196800091155913,0.024567864478079182,0.08425293596468976
Dem.Rp.Congo,Libya,0.0015264711528492295,0.07952957781906585,620,490,1983,3634,1984,16,Use of force,5,NA,0,0,1,0.003346149601172147,0.11806498005386012,0.0018196784483229173,0.03853540223479428
Ethiopia,Sudan,0.010783906847272996,0.21607762107057307,625,530,1983,3056,1983,8,Display of force,5,0,0,0,1,0.02212778558646226,0.08221050022365535,0.011343878739189265,-0.1338671208469177
Zambia,Dem.Rp.Congo,0.16045973529485805,0.07771506494686937,490,551,1983,3060,1984,17,Use of force,5,NA,0,0,1,0.18502759977293723,0.16196800091155913,0.024567864478079182,0.08425293596468976
Argentina,UK,0.018975547346447425,0.18145080004431283,200,160,1983,3064,1983,0,No militarized action,5,0,0,0,1,0.01068114410036592,0.06160752111480716,-0.008294403246081505,-0.11984327892950566
Argentina,Chile,0.015886071570057666,0.2086480533774971,155,160,1983,2086,1983,7,Display of force,6,0,0,0,1,0.007621935460018395,0.0581293504570481,-0.008264136110039271,-0.150518702920449
Nicaragua,Costa Rica,0.401674022545807,0.3129256460913602,94,93,1983,2349,1984,0,No militarized action,5,NA,0,0,1,0.4242455508574783,0.13524776366727154,0.022571528311671307,-0.17767788242408866
Cuba,USA,0.008529981776609295,0.002971381693124812,2,40,1983,2981,1983,12,Display of force,5,0,0,0,1,0.001520541114212486,0.02311196064769008,-0.007009440662396809,0.020140578954565266
Iran,USA,0.0016984339401579485,0.05778161856937619,2,630,1983,3071,1983,16,Use of force,5,0,0,0,1,2.3432405139334366e-4,0.07592522967117697,-0.0014641098887646048,0.01814361110180078
Iran,Fm USSR,0.2975388926051845,0.1396520797819279,365,630,1983,2590,1983,17,Use of force,5,NA,0,0,1,0.2614963528981716,0.1495555667322984,-0.03604253970701293,0.009903486950370494
Iran,Afghanistan,0.014653722505963779,0.2370561350040144,700,630,1983,3059,1983,0,No militarized action,5,0,0,0,1,0.013102763150983023,0.13317476492809638,-0.001550959354980756,-0.10388137007591802
Iraq,Greece,0.023528099657587075,0.04213538037136994,350,645,1983,3057,1985,0,No militarized action,5,0,0,0,1,0.03752313600837637,0.052242184752433855,0.013995036350789292,0.010106804381063914
Syria,USA,0.01291984320483389,0.26503389558617324,2,652,1983,3062,1984,17,Use of force,5,NA,0,0,1,0.00334215292996891,0.03821205326117599,-0.00957769027486498,-0.22682184232499725
Myanmar,Thailand,0.15361490468325206,0.1114785185180653,800,775,1983,3075,1983,7,Display of force,5,0,0,0,1,0.104473397603697,0.09839379999542779,-0.04914150707955506,-0.013084718522637512
India,Bangladesh,0.10087708357690636,0.39795458510138304,771,750,1983,3055,1984,17,Use of force,6,1,0,0,1,0.23458922865282675,0.05075119014676671,0.13371214507592039,-0.34720339495461633
India,Pakistan,0.07324723318914747,0.06635303493902973,770,750,1983,2641,1984,17,Use of force,5,1,0,0,1,0.11133052584320154,0.4333192666573821,0.038083292654054066,0.36696623171835235
Korea Rep.,Korea D P Rp,0.10507610274235382,0.20423454884621484,731,732,1983,2195,1983,16,Use of force,5,0,0,0,1,0.01988138270378425,0.08700669886858972,-0.08519472003856957,-0.11722784997762511
Korea Rep.,Fm USSR,0.006503451817024943,0.22566768760371148,365,732,1983,3063,1983,16,Use of force,5,0,0,0,1,0.0044697403929501184,0.1279313263048268,-0.0020337114240748244,-0.09773636129888469
Malaysia,China,0.2801169878334821,0.10949025427138089,710,820,1983,3616,1984,0,No militarized action,5,0,0,0,1,0.4728603914629752,-0.001726811743938401,0.1927434036294931,-0.11121706601531929
China,Malaysia,0.2801169878334821,0.10949025427138089,820,710,1983,3616,1984,7,Display of force,5,0,0,0,1,0.4728603914629752,-0.001726811743938401,0.1927434036294931,-0.11121706601531929
Korea D P Rp,USA,0.024877473864967022,0.08036663251639284,2,731,1983,2195,1983,7,Display of force,5,0,0,0,1,0.004153650419251832,0.11614915962176514,-0.02072382344571519,0.0357825271053723
Korea D P Rp,Korea Rep.,0.10507610274235382,0.20423454884621484,732,731,1983,2195,1983,16,Use of force,5,0,0,0,1,0.01988138270378425,0.08700669886858972,-0.08519472003856957,-0.11722784997762511
Fm USSR,USA,0.021769942069895864,0.00773298900377025,2,365,1983,2231,1984,7,Display of force,5,NA,0,0,1,0.012793481837393044,0.0198472496835995,-0.00897646023250282,0.01211426067982925
Fm USSR,USA,0.021769942069895864,0.00773298900377025,2,365,1983,2231,1984,7,Display of force,5,NA,0,0,1,0.012793481837393044,0.0198472496835995,-0.00897646023250282,0.01211426067982925
Fm USSR,Norway,0.2526732972977065,0.07630857669114659,385,365,1983,3067,1983,15,Use of force,5,0,0,0,1,0.2507210366289051,0.09151702702173613,-0.0019522606688013866,0.01520845033058954
Fm USSR,Sweden,0.050979099310712234,0.05043529745030057,380,365,1983,3615,1983,15,Use of force,7,0,0,0,1,0.03185254495018874,0.02422955753155974,-0.019126554360523497,-0.026205739918740832
Fm USSR,Iran,0.2975388926051845,0.1396520797819279,630,365,1983,2590,1983,17,Use of force,5,NA,0,0,1,0.2614963528981716,0.1495555667322984,-0.03604253970701293,0.009903486950370494
Fm USSR,Korea Rep.,0.006503451817024943,0.22566768760371148,732,365,1983,3063,1983,0,No militarized action,5,0,0,0,1,0.0044697403929501184,0.1279313263048268,-0.0020337114240748244,-0.09773636129888469
Fm USSR,Afghanistan,0.009341226258147742,0.030386582294753977,700,365,1983,2054,1987,17,Use of force,5,NA,0,0,1,0.004692511708590611,0.02985385363196646,-0.0046487145495571315,-5.327286627875155e-4
Libya,USA,-2.2441214346747407e-4,0.017305242378747466,2,620,1983,3065,1983,7,Display of force,5,0,0,0,1,3.8425983467323317e-4,0.3036105832585734,6.086719781407072e-4,0.2863053408798259
Libya,Brazil,-1.962206711418358e-4,0.08720403896262414,140,620,1983,3068,1983,15,Use of force,7,0,0,0,1,-5.592454424746992e-6,0.007197791361238424,1.906282167170888e-4,-0.08000624760138572
Libya,"France,Monac",0.008996233792825723,0.10278772075043559,220,620,1983,3634,1984,17,Use of force,5,NA,0,0,1,0.004984940169319953,0.1124241536963242,-0.0040112936235057696,0.009636432945888618
Libya,Sudan,5.237254954243206e-4,0.17166881425375524,625,620,1983,3065,1983,7,Display of force,5,0,0,0,1,5.918523162435978e-4,0.15362379223071315,6.81268208192773e-5,-0.01804502202304209
Libya,Dem.Rp.Congo,0.0015264711528492295,0.07952957781906585,490,620,1983,3634,1984,17,Use of force,5,NA,0,0,1,0.003346149601172147,0.11806498005386012,0.0018196784483229173,0.03853540223479428
Libya,Chad,-6.155817069924682e-5,0.112330190222765,483,620,1983,3634,1984,16,Use of force,5,NA,0,0,1,-9.42955971665237e-5,0.08757245803848218,-3.273742646727688e-5,-0.024757732184282816
Chad,Libya,-6.155817069924682e-5,0.112330190222765,620,483,1983,3634,1984,16,Use of force,5,NA,0,0,1,-9.42955971665237e-5,0.08757245803848218,-3.273742646727688e-5,-0.024757732184282816
Chad,Nigeria,0.7395173735594165,0.1503861337730597,475,483,1983,3066,1983,17,Use of force,5,4,0,0,1,-9.829312910231944e-5,0.09076066080261196,-0.7396156666885189,-0.05962547297044775
Mozambique,South Africa,0.037167898076195006,0.1060544766458162,560,541,1983,3070,1983,16,Use of force,5,1,0,0,1,NA,NA,NA,NA
Nigeria,Chad,0.7395173735594165,0.1503861337730597,483,475,1983,3066,1983,17,Use of force,5,4,0,0,1,-9.829312910231944e-5,0.09076066080261196,-0.7396156666885189,-0.05962547297044775
Chile,Argentina,0.015886071570057666,0.2086480533774971,160,155,1983,2086,1983,7,Display of force,6,0,0,0,1,0.007621935460018395,0.0581293504570481,-0.008264136110039271,-0.150518702920449
Costa Rica,Nicaragua,0.401674022545807,0.3129256460913602,93,94,1983,2349,1984,17,Use of force,5,NA,0,0,1,0.4242455508574783,0.13524776366727154,0.022571528311671307,-0.17767788242408866
Afghanistan,Pakistan,0.15978941846831232,0.0284408731261743,770,700,1983,2054,1987,17,Use of force,5,NA,0,0,1,0.07730064875338881,0.01892332540156624,-0.08248876971492351,-0.009517547724608059
Afghanistan,Iran,0.014653722505963779,0.2370561350040144,630,700,1983,3059,1983,7,Display of force,5,0,0,0,1,0.013102763150983023,0.13317476492809638,-0.001550959354980756,-0.10388137007591802
Lao P.Dem.R,Thailand,0.024471795818263094,0.09095735677553828,800,812,1983,3540,1986,17,Use of force,5,2,0,0,1,0.004202387754452369,0.0349680652951584,-0.020269408063810723,-0.05598929148037988
Algeria,Morocco,0.00427936259218367,0.11193781068454116,600,615,1984,3044,1984,17,Use of force,5,1,0,0,1,0.012894229916889932,0.14197659280938457,0.008614867324706262,0.030038782124843413
Libya,"France,Monac",0.004686127192011636,0.10867470653770603,220,620,1984,3041,1984,15,Use of force,5,0,0,0,1,0.004984940169319953,0.1124241536963242,2.9881297730831747e-4,0.003749447158618177
Morocco,Algeria,0.00427936259218367,0.11193781068454116,615,600,1984,3044,1984,17,Use of force,5,1,0,0,1,0.012894229916889932,0.14197659280938457,0.008614867324706262,0.030038782124843413
Ethiopia,Somalia,0.028381295498766734,0.09904760705784375,520,530,1984,2074,1985,17,Use of force,5,3,0,0,1,0.05578431300049858,0.2814917185663547,0.02740301750173185,0.18244411150851092
Liberia,Iraq,-4.565105244113875e-5,0.02197537451500624,645,450,1984,3046,1985,16,Use of force,5,0,0,0,1,-1.82883694467815e-4,0.011537710877589466,-1.3723264202667622e-4,-0.010437663637416775
Somalia,Ethiopia,0.028381295498766734,0.09904760705784375,530,520,1984,2074,1985,17,Use of force,5,3,0,0,1,0.05578431300049858,0.2814917185663547,0.02740301750173185,0.18244411150851092
USA,Iran,2.3432405139334366e-4,0.07592522967117697,630,2,1984,3541,1984,7,Display of force,5,0,0,0,1,-1.4433919965431885e-4,0.06492980696647925,-3.786632510476625e-4,-0.010995422704697722
USA,Korea D P Rp,0.004153650419251832,0.11614915962176514,731,2,1984,2196,1985,17,Use of force,5,0,0,0,1,0.02636517148962393,0.22263581207949615,0.0222115210703721,0.10648665245773101
USA,Fm USSR,0.010255665888108683,0.014763278411714233,365,2,1984,2230,1984,15,Use of force,7,0,0,0,1,0.012793481837393044,0.0198472496835995,0.0025378159492843617,0.005083971271885267
Argentina,Chile,0.007621935460018395,0.0581293504570481,155,160,1984,2087,1984,0,No militarized action,5,0,0,0,1,0.008342870009304249,0.030995988697066434,7.209345492858541e-4,-0.027133361759981663
Chile,Argentina,0.007621935460018395,0.0581293504570481,160,155,1984,2087,1984,16,Use of force,5,0,0,0,1,0.008342870009304249,0.030995988697066434,7.209345492858541e-4,-0.027133361759981663
Ecuador,Peru,0.4555063310893786,0.2065156182151124,135,130,1984,2118,1984,17,Use of force,5,1,0,0,1,0.5449804641516568,0.20068097381010883,0.0894741330622782,-0.005834644405003586
Mexico,Guatemala,0.14657111177124885,0.16754226884463955,90,70,1984,2350,1984,16,Use of force,5,0,0,0,1,0.11350892374144546,0.17142441087976784,-0.03306218802980339,0.0038821420351282943
Peru,Ecuador,0.4555063310893786,0.2065156182151124,130,135,1984,2118,1984,17,Use of force,5,1,0,0,1,0.5449804641516568,0.20068097381010883,0.0894741330622782,-0.005834644405003586
Guatemala,Mexico,0.14657111177124885,0.16754226884463955,70,90,1984,2350,1984,0,No militarized action,5,0,0,0,1,0.11350892374144546,0.17142441087976784,-0.03306218802980339,0.0038821420351282943
Bahamas,Iraq,0.0032688059085836806,0.01871411765198146,645,31,1984,3038,1984,16,Use of force,5,0,0,0,1,0.0010087045419213886,0.041144627157981215,-0.002260101366662292,0.022430509505999754
Panama,Iraq,-9.087683663961386e-5,0.008375005986758914,645,95,1984,3049,1984,16,Use of force,5,0,0,0,1,0.0013983424821188732,0.011522544061306993,0.001489219318758487,0.0031475380745480796
Japan,Fm USSR,-3.2409002505569685e-4,0.07724471159225847,365,740,1984,2728,1984,7,Display of force,5,0,0,0,1,-9.839393946525797e-5,0.0706629464860157,2.2569608559043887e-4,-0.006581765106242768
Bahrain,Iran,0.004567503780279492,0.16045223985319682,630,692,1984,3617,1984,16,Use of force,5,0,0,0,1,0.0032664465598136704,0.13276654993841663,-0.0013010572204658214,-0.02768568991478018
Cyprus,Iraq,-2.0368637681799303e-4,0.09868486936661379,645,352,1984,3043,1985,16,Use of force,5,0,0,0,1,1.0758842236008988e-4,0.15399053917834096,3.112747991780829e-4,0.05530566981172717
Iran,USA,2.3432405139334366e-4,0.07592522967117697,2,630,1984,3541,1984,7,Display of force,5,0,0,0,1,-1.4433919965431885e-4,0.06492980696647925,-3.786632510476625e-4,-0.010995422704697722
Iran,Bahrain,0.004567503780279492,0.16045223985319682,692,630,1984,3617,1984,0,No militarized action,5,0,0,0,1,0.0032664465598136704,0.13276654993841663,-0.0013010572204658214,-0.02768568991478018
Iran,Kuwait,0.5302985637513373,0.15293236429122675,690,630,1984,3617,1984,1,Threat to use force,5,0,0,0,1,0.47103699799912535,0.15201453485986255,-0.059261565752211975,-9.178294313642033e-4
Iran,Oman,0.6764312858720479,0.09522319516922716,698,630,1984,3617,1984,0,No militarized action,5,0,0,0,1,0.6918821094006395,0.07435389134759864,0.015450823528591617,-0.02086930382162852
Iran,Qatar,0.7254519970442168,0.13910393559696824,694,630,1984,3617,1984,0,No militarized action,5,0,0,0,1,0.6935653538489761,0.1321197792340135,-0.031886643195240705,-0.006984156362954741
Iran,Saudi Arabia,0.7321596877768919,0.20173047228665783,670,630,1984,3048,1984,16,Use of force,5,0,0,0,1,0.7557998963066621,0.14139235404420308,0.023640208529770224,-0.06033811824245475
Iran,Saudi Arabia,0.7321596877768919,0.20173047228665783,670,630,1984,3617,1984,1,Threat to use force,5,0,0,0,1,0.7557998963066621,0.14139235404420308,0.023640208529770224,-0.06033811824245475
Iran,United Arab Emirates,0.7076554161384893,0.16171451850963145,696,630,1984,3617,1984,0,No militarized action,5,0,0,0,1,0.7108056038965006,0.16078508211437798,0.003150187758011347,-9.294363952534745e-4
Iran,India,0.14595671201624452,0.04835492680841006,750,630,1984,3035,1984,0,No militarized action,5,0,0,0,1,0.15193774871691215,0.07885440010668414,0.00598103670066763,0.030499473298274078
Iran,Spain,-3.760362336173916e-4,0.05872809784823935,230,630,1984,3034,1984,0,No militarized action,5,0,0,0,1,-4.916508553187102e-4,0.06135469103156758,-1.1561462170131862e-4,0.002626593183328231
Iran,UK,0.31822046625727707,0.1331822265351274,200,630,1984,3042,1984,0,No militarized action,5,0,0,0,1,0.3527241449952035,0.12891179152739596,0.034503678737926424,-0.0042704350077314435
Iraq,Liberia,-4.565105244113875e-5,0.02197537451500624,450,645,1984,3046,1985,0,No militarized action,5,0,0,0,1,-1.82883694467815e-4,0.011537710877589466,-1.3723264202667622e-4,-0.010437663637416775
Iraq,Bahamas,0.0032688059085836806,0.01871411765198146,31,645,1984,3038,1984,0,No militarized action,5,0,0,0,1,0.0010087045419213886,0.041144627157981215,-0.002260101366662292,0.022430509505999754
