dispnum3,statea,stateb,year,hiact,hostlev,outcome,fatality
4295,20,345,2000,0,1,7,0
4295,200,345,2000,0,1,7,0
4296,900,385,2001,15,4,5,0
4296,385,900,2001,0,1,5,0
4297,365,740,1996,15,4,4,0
4297,740,365,1996,0,1,4,0
4298,345,344,2000,15,4,5,0
4298,345,2,2000,15,4,5,0
4298,344,345,2000,7,3,5,0
4298,2,345,2000,7,3,5,0
4299,2,645,1993,16,4,5,NA
4299,645,2,1993,0,1,5,NA
4300,438,451,2001,16,4,5,0
4300,451,438,2001,11,3,5,0
4301,451,450,2001,15,4,7,0
4301,450,451,2001,0,1,7,0
4302,438,450,1999,8,3,6,0
4302,450,438,1999,0,1,6,0
4303,540,551,2001,16,4,8,1
4303,551,540,2001,16,4,8,1
4304,625,500,1997,12,3,5,0
4304,500,625,1997,0,1,5,0
4305,500,625,2001,8,3,5,0
4305,625,500,2001,0,1,5,0
4306,482,471,2001,14,4,5,0
4306,471,482,2001,0,1,5,0
4307,490,551,1994,14,4,3,0
4307,551,490,1994,0,1,3,0
4308,436,432,1993,17,4,5,1
4308,432,436,1993,17,4,5,1
4309,438,437,1996,14,4,5,0
4309,437,438,1996,0,1,5,0
4310,500,517,2001,11,3,5,0
4310,517,500,2001,0,1,5,0
4312,436,434,2000,14,4,5,0
4312,434,436,2000,0,1,5,0
4313,750,771,2001,11,3,8,0
4313,771,750,2001,0,1,8,0
4314,775,800,2001,17,4,5,2
4314,800,775,2001,17,4,5,2
4315,652,640,1997,11,3,5,0
4315,640,652,1997,0,1,5,0
4317,630,373,2001,12,3,8,0
4317,373,630,2001,8,3,8,0
4318,371,373,1995,17,4,5,NA
4318,373,371,1995,17,4,5,NA
4319,371,373,1996,17,4,5,2
4319,373,371,1996,17,4,5,2
4320,350,640,2000,7,3,5,0
4320,640,350,2000,7,3,5,0
4321,385,365,1998,15,4,7,0
4321,365,385,1998,0,1,7,0
4322,740,731,1999,8,3,5,0
4322,731,740,1999,0,1,5,0
4323,640,350,1997,12,3,5,0
4323,350,640,1997,0,1,5,0
4324,640,645,2000,16,4,5,0
4324,645,640,2000,0,1,5,0
4325,640,645,2001,16,4,5,1
4325,645,640,2001,0,1,5,1
4328,816,710,1998,7,3,5,0
4328,710,816,1998,0,1,5,0
4329,840,816,1998,7,3,5,0
4329,816,840,1998,0,1,5,0
4330,816,840,1999,16,4,5,0
4330,840,816,1999,0,1,5,0
4331,713,816,1994,7,3,5,0
4331,816,713,1994,0,1,5,0
4332,310,345,1994,8,3,5,0
4332,345,310,1994,0,1,5,0
4333,345,346,1994,7,3,5,0
4333,346,345,1994,0,1,5,0
4334,200,365,1999,8,3,3,0
4334,365,200,1999,0,1,3,0
4335,385,365,1999,7,3,5,0
4335,365,385,1999,0,1,5,0
4337,630,640,1997,11,3,8,0
4337,640,630,1997,0,1,8,0
4338,373,365,1999,15,4,7,0
4338,365,373,1999,0,1,7,0
4339,540,517,1998,20,5,5,6
4339,483,500,1998,21,5,NA,NA
4339,490,517,1998,20,5,5,6
4339,565,500,1998,20,5,5,6
4339,552,517,1998,20,5,5,6
4339,540,500,1998,20,5,5,6
4339,483,517,1998,21,5,NA,NA
4339,490,500,1998,20,5,5,6
4339,565,517,1998,20,5,5,6
4339,552,500,1998,20,5,5,6
4339,517,540,1998,21,5,5,6
4339,500,483,1998,21,5,5,6
4339,517,490,1998,21,5,5,6
4339,500,565,1998,21,5,5,6
4339,517,552,1998,21,5,5,6
4339,500,540,1998,21,5,5,6
4339,517,483,1998,21,5,5,6
4339,500,490,1998,21,5,5,6
4339,517,565,1998,21,5,5,6
4339,500,552,1998,21,5,5,6
4340,345,344,1993,12,3,5,1
4340,344,345,1993,16,4,5,1
4341,344,346,1993,17,4,6,4
4341,346,344,1993,17,4,6,4
4342,365,211,1999,8,3,5,0
4342,365,20,1999,8,3,5,0
4342,365,390,1999,8,3,5,0
4342,365,220,1999,8,3,5,0
4342,365,255,1999,8,3,5,0
4342,365,325,1999,8,3,5,0
4342,365,385,1999,8,3,5,0
4342,365,210,1999,8,3,5,0
4342,365,235,1999,8,3,5,0
4342,365,230,1999,8,3,5,0
4342,365,640,1999,8,3,5,0
4342,365,200,1999,8,3,5,0
4342,365,2,1999,8,3,5,0
4342,211,365,1999,0,1,5,0
4342,20,365,1999,0,1,5,0
4342,390,365,1999,0,1,5,0
4342,220,365,1999,0,1,5,0
4342,255,365,1999,0,1,5,0
4342,325,365,1999,0,1,5,0
4342,385,365,1999,0,1,5,0
4342,210,365,1999,0,1,5,0
4342,235,365,1999,0,1,5,0
4342,230,365,1999,0,1,5,0
4342,640,365,1999,0,1,5,0
4342,200,365,1999,0,1,5,0
4342,2,365,1999,0,1,5,0
4343,345,160,2000,7,3,4,0
4343,345,305,2000,7,3,4,0
4343,345,373,2000,7,3,4,0
4343,345,211,2000,7,3,4,0
4343,345,355,2000,7,3,4,0
4343,345,20,2000,7,3,4,0
4343,345,316,2000,7,3,4,0
4343,345,390,2000,7,3,4,0
4343,345,366,2000,7,3,4,0
4343,345,375,2000,7,3,4,0
4343,345,220,2000,7,3,4,0
4343,345,255,2000,7,3,4,0
4343,345,350,2000,7,3,4,0
4343,345,372,2000,7,3,4,0
4343,345,310,2000,7,3,4,0
4343,345,395,2000,7,3,4,0
4343,345,205,2000,7,3,4,0
4343,345,325,2000,7,3,4,0
4343,345,663,2000,7,3,4,0
4343,345,368,2000,7,3,4,0
4343,345,212,2000,7,3,4,0
4343,345,600,2000,7,3,4,0
4343,345,385,2000,7,3,4,0
4343,345,210,2000,7,3,4,0
4343,345,290,2000,7,3,4,0
4343,345,235,2000,7,3,4,0
4343,345,365,2000,7,3,4,0
4343,345,317,2000,7,3,4,0
4343,345,349,2000,7,3,4,0
4343,345,230,2000,7,3,4,0
4343,345,380,2000,7,3,4,0
4343,345,225,2000,7,3,4,0
4343,345,640,2000,7,3,4,0
4343,345,696,2000,7,3,4,0
4343,345,200,2000,7,3,4,0
4343,345,369,2000,7,3,4,0
4343,345,2,2000,7,3,4,0
4343,160,345,2000,0,1,4,0
4343,305,345,2000,0,1,4,0
4343,373,345,2000,0,1,4,0
4343,211,345,2000,0,1,4,0
4343,355,345,2000,0,1,4,0
4343,20,345,2000,0,1,4,0
4343,316,345,2000,0,1,4,0
4343,390,345,2000,0,1,4,0
4343,366,345,2000,0,1,4,0
4343,375,345,2000,0,1,4,0
4343,220,345,2000,0,1,4,0
4343,255,345,2000,0,1,4,0
4343,350,345,2000,0,1,4,0
4343,372,345,2000,0,1,4,0
4343,310,345,2000,0,1,4,0
4343,395,345,2000,0,1,4,0
4343,205,345,2000,0,1,4,0
4343,325,345,2000,0,1,4,0
4343,663,345,2000,0,1,4,0
4343,368,345,2000,0,1,4,0
4343,212,345,2000,0,1,4,0
4343,600,345,2000,0,1,4,0
4343,385,345,2000,0,1,4,0
4343,210,345,2000,0,1,4,0
4343,290,345,2000,0,1,4,0
4343,235,345,2000,0,1,4,0
4343,365,345,2000,0,1,4,0
4343,317,345,2000,0,1,4,0
4343,349,345,2000,0,1,4,0
4343,230,345,2000,0,1,4,0
4343,380,345,2000,0,1,4,0
4343,225,345,2000,0,1,4,0
4343,640,345,2000,0,1,4,0
4343,696,345,2000,0,1,4,0
4343,200,345,2000,0,1,4,0
4343,369,345,2000,0,1,4,0
4343,2,345,2000,0,1,4,0
4344,365,640,1999,11,3,8,0
4344,640,365,1999,11,1,8,0
4345,530,520,2002,16,4,5,NA
4345,520,530,2002,0,4,5,NA
4346,530,501,2002,14,4,6,0
4346,501,530,2002,0,1,6,0
4347,517,490,2002,16,4,5,NA
4347,490,517,2002,0,1,5,NA
4348,451,450,2002,15,4,8,0
4348,450,451,2002,12,3,8,0
4349,625,531,2002,17,4,5,NA
4349,531,625,2002,17,4,5,NA
4350,500,501,2002,16,4,5,1
4350,501,500,2002,0,1,5,1
4351,433,420,2002,8,3,5,0
4351,420,433,2002,0,1,5,0
4352,600,230,2002,14,4,2,0
4352,230,600,2002,7,3,2,0
4353,510,516,2002,11,3,5,0
4353,516,510,2002,0,1,5,0
4354,200,552,2002,1,2,5,0
4354,552,200,2002,0,1,5,0
4355,530,531,2002,15,4,5,0
4355,531,530,2002,0,1,5,0
4356,517,490,2002,14,4,5,0
4356,517,500,2002,14,4,5,0
4356,490,517,2002,0,1,5,0
4356,500,517,2003,1,2,NA,NA
4357,540,490,2002,16,4,5,0
4357,490,540,2002,0,1,5,0
4358,450,437,2002,16,4,5,0
4358,437,450,2002,0,1,5,0
4359,620,490,2002,14,4,5,0
4359,490,620,2002,0,1,5,0
4360,625,365,2003,15,4,7,0
4360,365,625,2003,0,1,7,0
4361,615,432,2003,12,3,5,0
4361,432,615,2003,0,1,5,0
4362,530,531,2003,17,4,5,1
4362,531,530,2003,17,4,5,1
4363,530,501,2003,16,4,5,0
4363,501,530,2003,0,1,5,0
4364,432,435,2003,8,3,5,0
4364,435,432,2003,0,1,5,0
4365,517,516,2004,11,3,5,0
4365,516,517,2004,0,1,5,0
4366,517,490,2004,14,4,5,0
4366,516,490,2004,3,2,5,0
4366,490,517,2004,16,4,5,0
4366,490,516,2004,16,4,5,0
4367,625,483,2004,17,4,5,1
4367,625,220,2004,17,4,5,1
4367,483,625,2004,17,4,5,1
4367,220,625,2004,7,3,5,1
4368,551,490,2004,8,3,5,0
4368,490,551,2004,0,1,5,0
4369,501,530,2004,11,3,5,0
4369,530,501,2004,0,1,5,0
4370,531,625,2004,14,4,5,0
4370,625,531,2004,0,1,5,0
4371,437,220,2004,17,4,5,1
4371,437,2,2004,17,4,5,1
4371,220,437,2004,17,4,5,1
4371,2,437,2004,0,1,NA,NA
4372,500,517,2004,17,4,5,1
4372,517,500,2004,17,4,5,1
4373,501,520,2005,11,3,5,0
4373,520,501,2005,0,1,5,0
4374,530,501,2005,16,4,5,0
4374,501,530,2005,11,3,5,0
4375,530,531,2005,11,3,5,0
4375,531,530,2005,8,3,5,0
4376,530,520,2005,11,3,5,0
4376,520,530,2005,0,1,5,0
4377,540,490,2005,11,3,5,0
4377,490,540,2005,0,1,5,0
4378,461,452,2005,16,4,5,0
4378,452,461,2005,0,1,5,0
4379,531,679,2005,16,4,5,0
4379,679,531,2005,0,1,5,0
4380,471,475,2005,16,4,5,1
4380,475,471,2005,0,1,5,1
4381,500,490,2005,4,2,5,0
4381,490,500,2005,0,1,5,0
4382,220,437,2005,7,3,5,0
4382,437,220,2005,0,1,5,0
4383,530,531,2005,11,3,5,0
4383,531,530,2005,11,3,5,0
4384,483,625,2005,17,4,5,0
4384,625,483,2005,17,4,5,0
4385,530,501,2006,17,4,5,1
4385,501,530,2006,17,4,5,1
4386,500,490,2006,17,4,5,1
4386,490,500,2006,17,4,5,1
4387,530,520,2006,14,4,5,0
4387,520,530,2006,0,1,5,0
4388,517,516,2006,12,3,2,0
4388,516,517,2006,0,1,2,0
4389,531,530,2006,11,3,5,0
4389,530,531,2006,0,1,5,0
4390,483,625,2006,17,4,5,2
4390,625,483,2006,17,4,5,2
4391,501,520,2006,11,3,5,0
4391,520,501,2006,0,1,5,0
4392,500,490,2007,17,4,5,1
4392,490,500,2007,17,4,5,1
4393,490,516,2007,16,4,8,0
4393,516,490,2007,15,4,8,0
4394,530,531,2007,17,4,5,0
4394,531,530,2007,17,4,5,0
4395,483,625,2007,17,4,5,0
4395,625,483,2007,17,4,5,0
4396,520,530,2008,17,4,2,1
4396,530,520,2008,17,4,2,1
4397,2,520,2008,16,4,5,0
4397,520,2,2008,0,1,5,0
4398,531,522,2008,17,4,NA,1
4398,522,531,2008,17,4,NA,1
4399,625,530,2008,16,4,5,0
4399,530,625,2008,16,4,5,0
4400,501,520,2008,11,3,5,0
4400,520,501,2008,0,1,5,0
4401,530,520,2008,16,4,5,0
4401,520,530,2008,0,1,5,0
4402,540,490,2009,14,4,NA,0
4402,490,540,2009,0,1,NA,0
4403,483,625,2009,16,4,5,1
4403,625,483,2009,0,1,5,1
4404,501,520,2009,11,3,5,0
4404,520,501,2009,0,1,5,0
4405,530,531,2010,17,4,2,1
4405,531,530,2010,17,4,2,1
4406,517,500,2010,11,3,5,0
4406,500,517,2010,0,1,5,0
4407,531,679,2010,12,3,8,0
4407,679,531,2010,15,4,8,0
4408,500,501,2010,14,4,8,1
4408,501,500,2010,0,1,8,1
4409,630,373,2002,7,3,5,0
4409,373,630,2002,7,3,5,0
4410,640,352,2002,7,3,5,0
4410,640,350,2002,7,3,5,0
4410,352,640,2002,0,1,5,0
4410,350,640,2002,0,1,5,0
4411,365,373,2002,11,3,5,0
4411,373,365,2002,0,1,5,0
4412,343,339,2002,16,4,6,0
4412,339,343,2002,0,1,6,0
4413,344,349,2002,7,3,5,0
4413,349,344,2002,0,1,5,0
4414,371,373,2002,17,4,5,2
4414,373,371,2002,17,4,5,2
4415,640,350,2002,7,3,5,0
4415,350,640,2002,0,1,5,0
4416,365,372,2003,7,3,5,0
4416,372,365,2003,0,1,5,0
4417,390,365,2003,7,3,5,0
4417,365,390,2003,0,1,5,0
4418,630,373,2003,7,3,5,0
4418,373,630,2003,8,3,5,0
4419,359,369,2003,11,3,5,0
4419,369,359,2003,0,1,5,0
4420,365,372,2003,7,3,5,0
4420,372,365,2003,0,1,5,0
4421,704,702,2004,16,4,5,0
4421,702,704,2004,0,1,5,0
4422,372,365,2004,16,4,5,0
4422,365,372,2004,7,3,5,0
4423,640,350,2004,7,3,5,0
4423,350,640,2004,7,3,5,0
4424,365,372,2005,12,3,5,0
4424,372,365,2005,15,4,5,0
4425,365,369,2005,12,3,5,0
4425,369,365,2005,7,3,5,0
4426,702,703,2005,8,3,5,0
4426,703,702,2005,16,4,5,0
4427,702,704,2005,11,3,5,0
4427,704,702,2005,11,3,5,0
4428,703,704,2005,11,3,5,0
4428,704,703,2005,11,3,5,0
4429,385,365,2005,15,4,8,0
4429,365,385,2005,0,1,8,0
4430,703,704,2005,11,3,5,0
4430,704,703,2005,0,1,5,0
4431,350,640,2006,7,3,5,0
4431,640,350,2006,7,3,5,0
4432,703,704,2006,16,4,5,0
4432,704,703,2006,0,1,5,0
4433,702,704,2006,16,4,5,1
4433,704,702,2006,12,3,5,1
4434,371,640,2006,16,4,5,0
4434,640,371,2006,0,1,5,0
4435,640,350,2007,7,3,5,0
4435,350,640,2007,7,3,5,0
4436,365,372,2007,17,4,5,3
4436,372,365,2007,17,4,5,3
4437,365,375,2007,7,3,5,0
4437,375,365,2007,0,1,5,0
4438,365,369,2008,7,3,5,0
4438,369,365,2008,0,1,5,0
4439,355,640,2008,16,4,5,0
4439,640,355,2008,0,1,5,0
4440,365,385,2008,7,3,5,0
4440,385,365,2008,0,1,5,0
4441,369,359,2009,11,3,5,0
4441,359,369,2009,0,1,5,0
4442,703,704,2010,17,4,5,0
4442,704,703,2010,17,4,5,0
4443,640,350,2010,7,3,5,0
4443,350,640,2010,0,1,5,0
4444,713,710,2002,7,3,5,0
4444,710,713,2002,0,1,5,0
4445,710,740,2002,12,3,5,0
4445,740,710,2002,0,1,5,0
4446,710,816,2002,7,3,5,0
4446,816,710,2002,0,1,5,0
4447,710,732,2002,12,3,5,0
4447,732,710,2002,0,1,5,0
4448,840,710,2002,15,4,NA,0
4448,710,840,2002,0,1,NA,0
4449,740,731,2002,7,3,5,0
4449,731,740,2002,0,1,5,0
4450,710,2,2002,7,3,5,0
4450,2,710,2002,0,1,5,0
4451,2,731,2002,15,4,7,0
4451,230,731,2002,15,4,7,0
4451,731,2,2002,0,1,7,0
4451,731,230,2002,0,1,7,0
4452,850,910,2003,16,4,5,0
4452,910,850,2003,0,1,5,0
4453,850,840,2003,16,4,5,0
4453,840,850,2003,0,1,5,0
4454,740,713,2003,7,3,5,0
4454,713,740,2003,0,1,5,0
4455,2,731,2003,7,3,5,0
4455,731,2,2003,7,3,5,0
4456,740,731,2003,15,4,5,0
4456,731,740,2003,0,1,5,0
4457,740,710,2003,15,4,5,0
4457,710,740,2003,0,1,5,0
4458,710,750,2003,12,3,5,0
4458,750,710,2003,0,1,5,0
4459,230,732,2003,15,4,NA,0
4459,732,230,2003,0,1,NA,0
4460,2,850,2003,7,3,5,0
4460,850,2,2003,0,1,5,0
4461,713,840,2003,7,3,5,0
4461,840,713,2003,0,1,5,0
4462,713,710,2003,7,3,5,0
4462,710,713,2003,7,3,5,0
4463,710,731,2003,11,3,5,0
4463,731,710,2003,0,1,5,0
4464,816,710,2003,16,4,5,0
4464,710,816,2003,0,1,5,0
4465,2,731,2004,7,3,5,0
4465,731,2,2004,0,1,5,0
4466,710,731,2004,11,3,5,0
4466,731,710,2004,0,1,5,0
4467,710,740,2004,7,3,3,0
4467,740,710,2004,8,3,3,0
4468,740,732,2005,7,3,5,0
4468,732,740,2005,7,3,5,0
4469,713,710,2005,1,2,NA,0
4469,710,713,2005,0,1,NA,0
4470,713,740,2005,7,3,5,0
4470,740,713,2005,0,1,5,0
4471,850,344,2005,15,4,NA,0
4471,344,850,2005,0,1,NA,0
4472,710,740,2005,7,3,5,0
4472,740,710,2005,0,1,5,0
4473,731,732,2005,17,4,5,0
4473,732,731,2005,17,4,5,0
4474,710,760,2005,14,4,NA,0
4474,760,710,2005,0,1,NA,0
4475,365,740,2006,7,3,5,0
4475,740,365,2006,7,3,5,0
4476,732,740,2006,7,3,5,0
4476,740,732,2006,0,1,5,0
4477,365,740,2006,16,4,5,0
4477,740,365,2006,0,1,5,0
4478,710,713,2007,7,3,5,0
4478,710,740,2007,7,3,5,0
4478,713,710,2007,0,1,5,0
4478,740,710,2007,0,1,5,0
4479,731,732,2007,1,2,5,0
4479,732,731,2007,0,1,5,0
4480,365,740,2008,7,3,5,0
4480,740,365,2008,7,3,5,0
4481,731,732,2008,7,3,5,0
4481,732,731,2008,0,1,5,0
4482,713,740,2008,7,3,5,0
4482,740,713,2008,0,1,5,0
4483,732,731,2009,17,4,5,2
4483,2,731,2010,7,3,NA,NA
4483,731,732,2009,17,4,5,2
4483,731,2,2009,17,4,5,2
4484,365,740,2009,16,4,5,0
4484,740,365,2009,0,1,5,0
4485,365,710,2009,16,4,5,0
4485,710,365,2009,0,1,5,0
4486,710,2,2009,7,3,5,0
4486,2,710,2009,7,3,5,0
4487,750,710,2009,8,3,5,0
4487,710,750,2009,0,1,5,0
4488,710,816,2010,15,4,5,0
4488,816,710,2010,0,1,5,0
4489,710,740,2010,7,3,5,0
4489,740,710,2010,0,1,5,0
4490,731,710,2010,16,4,5,0
4490,710,731,2010,0,1,5,0
4491,740,710,2010,15,4,5,0
4491,710,740,2010,7,3,5,0
4492,740,713,2010,7,3,5,0
4492,713,740,2010,0,1,5,0
4493,732,710,2010,7,3,5,0
4493,710,732,2010,0,1,5,0
4494,160,365,2002,16,4,5,0
4494,365,160,2002,0,1,5,0
4495,101,100,2003,16,4,5,0
4495,100,101,2003,0,1,5,0
4496,140,135,2003,16,4,5,0
4496,135,140,2003,0,1,5,0
4497,42,41,2004,11,3,5,0
4497,41,42,2004,0,1,5,0
4498,130,100,2005,11,3,5,0
4498,100,130,2005,0,1,5,0
4499,100,130,2006,11,3,5,0
4499,130,100,2006,11,3,5,0
4500,101,100,2006,16,4,5,0
4500,100,101,2006,0,1,5,0
4501,100,130,2007,16,4,5,0
4501,130,100,2007,0,1,5,0
4502,100,130,2008,12,3,5,0
4502,130,100,2008,11,3,5,0
4503,101,100,2008,11,3,5,0
4503,100,101,2008,12,3,5,0
4504,130,100,2009,11,3,5,0
4504,100,130,2009,0,1,5,0
4505,100,101,2009,12,3,5,0
4505,101,100,2009,11,3,5,0
4506,2,101,2010,7,3,5,0
4506,101,2,2010,7,3,5,0
4507,100,101,2010,7,3,5,0
4507,101,100,2010,11,3,5,0
4508,94,93,2010,12,3,5,0
4508,93,94,2010,12,3,5,0
4509,670,666,2002,11,3,5,0
4509,666,670,2002,0,1,5,0
4510,630,645,2002,11,3,5,0
4510,645,630,2002,11,3,5,0
4511,666,652,2003,17,4,5,1
4511,652,666,2003,17,4,5,1
4512,2,630,2003,16,4,NA,0
4512,200,630,2003,15,4,NA,0
4512,630,2,2003,15,4,NA,0
4512,630,200,2003,15,4,NA,0
4513,666,645,2003,8,3,5,0
4513,645,666,2003,0,1,5,0
4514,630,645,2003,16,4,5,1
4514,645,630,2003,0,1,5,1
4515,666,225,2003,16,4,5,0
4515,225,666,2003,0,1,5,0
4516,2,640,2003,15,4,7,0
4516,640,2,2003,0,1,7,0
4517,666,652,2003,16,4,5,0
4517,652,666,2003,0,1,5,0
4518,2,652,2004,17,4,5,0
4518,652,2,2004,17,4,5,0
4519,630,2,2004,17,4,2,1
4519,2,630,2004,17,4,2,1
4520,640,652,2004,11,3,5,0
4520,652,640,2004,0,1,5,0
4521,696,630,2004,16,4,7,0
4521,630,696,2004,15,4,7,0
4522,694,630,2004,16,4,8,0
4522,630,694,2004,0,1,8,0
4523,630,645,2004,11,3,5,0
4523,645,630,2004,15,4,5,0
4524,2,630,2004,7,3,5,0
4524,630,2,2004,0,1,5,0
4525,640,630,2004,7,3,5,1
4525,630,640,2004,16,4,5,1
4526,666,651,2004,16,4,5,0
4526,651,666,2004,0,1,5,0
4527,652,645,2005,17,4,5,0
4527,652,2,2005,17,4,5,0
4527,645,652,2005,17,4,5,0
4527,2,652,2005,17,4,5,0
4528,640,645,2005,11,3,5,0
4528,645,640,2005,0,1,5,0
4529,630,645,2005,16,4,5,1
4529,645,630,2005,0,1,5,1
4530,679,670,2005,17,4,NA,0
4530,670,679,2005,17,4,NA,0
4531,651,666,2006,17,4,5,1
4531,666,651,2006,17,4,5,1
4532,666,652,2006,7,3,5,0
4532,652,666,2006,16,4,5,0
4533,666,660,2006,17,4,5,1
4533,660,666,2006,17,4,5,1
4534,645,630,2006,12,3,NA,0
4534,630,645,2006,15,4,NA,0
4535,2,630,2007,15,4,5,0
4535,630,2,2007,0,1,5,0
4536,630,645,2007,16,4,5,0
4536,645,630,2007,0,1,5,0
4537,640,645,2007,16,4,5,2
4537,645,640,2007,0,1,5,2
4538,2,630,2007,15,4,7,0
4538,630,2,2007,0,1,7,0
4539,666,652,2007,16,4,5,0
4539,652,666,2007,16,4,5,0
4540,2,652,2008,16,4,5,0
4540,652,2,2008,0,1,5,0
4541,630,2,2008,1,2,5,0
4541,2,630,2008,0,1,5,0
4542,666,220,2009,16,4,5,0
4542,220,666,2009,0,1,5,0
4543,630,645,2009,7,3,5,0
4543,630,2,2009,7,3,5,0
4543,645,630,2009,0,1,5,0
4543,2,630,2009,16,4,5,0
4544,666,651,2009,16,4,5,0
4544,651,666,2009,0,1,5,0
4545,666,660,2009,17,4,5,0
4545,660,666,2009,17,4,5,0
4546,630,645,2009,14,4,3,0
4546,645,630,2009,0,1,3,0
4547,630,645,2010,16,4,5,1
4547,645,630,2010,0,1,5,1
4548,666,630,2010,7,3,5,0
4548,630,666,2010,0,1,5,0
4549,390,20,2004,7,3,5,0
4549,20,390,2004,0,1,5,0
4550,20,235,2005,15,4,NA,0
4550,235,20,2005,0,1,NA,0
4551,20,390,2005,7,3,5,0
4551,390,20,2005,0,1,5,0
4552,770,700,2002,17,4,5,2
4552,770,2,2002,17,4,5,2
4552,700,770,2002,17,4,5,2
4552,2,770,2002,17,4,5,2
4553,775,800,2002,17,4,5,0
4553,800,775,2002,17,4,5,0
4554,771,750,2002,17,4,5,0
4554,750,771,2002,17,4,5,0
4555,750,771,2002,17,4,5,1
4555,771,750,2002,17,4,5,1
4556,820,830,2003,7,3,5,0
4556,830,820,2003,0,1,5,0
4557,775,800,2003,16,4,5,1
4557,800,775,2003,0,1,5,1
4558,775,800,2003,16,4,5,0
4558,800,775,2003,0,1,5,0
4559,820,800,2004,11,3,5,0
4559,800,820,2004,15,4,5,0
4560,850,800,2004,16,4,5,0
4560,800,850,2004,0,1,5,0
4561,750,770,2004,16,4,5,0
4561,770,750,2004,0,1,5,0
4562,775,800,2004,16,4,5,0
4562,800,775,2004,0,1,5,0
4563,790,750,2004,12,3,NA,0
4563,750,790,2004,15,4,NA,0
4564,775,800,2004,17,4,5,1
4564,800,775,2004,17,4,5,1
4565,750,775,2004,8,3,5,0
4565,775,750,2004,0,1,5,0
4566,750,770,2005,16,4,5,0
4566,770,750,2005,16,4,5,0
4567,820,850,2005,7,3,5,0
4567,850,820,2005,8,3,5,0
4568,2,770,2005,16,4,5,0
4568,770,2,2005,0,1,5,0
4569,811,800,2005,11,3,5,0
4569,800,811,2005,11,3,5,0
4570,820,800,2005,11,3,5,0
4570,800,820,2005,0,1,5,0
4571,2,770,2005,16,4,5,0
4571,770,2,2005,0,1,5,0
4572,820,800,2006,12,3,NA,0
4572,800,820,2006,15,4,NA,0
4573,770,700,2006,17,4,5,0
4573,700,770,2006,17,4,5,0
4574,800,775,2006,11,3,5,0
4574,775,800,2006,0,1,5,0
4575,2,770,2006,16,4,5,0
4575,770,2,2006,0,1,5,0
4576,700,770,2006,17,4,5,1
4576,770,700,2006,17,4,5,1
4577,2,770,2007,16,4,5,1
4577,770,2,2007,0,1,5,1
4578,630,700,2007,17,4,5,1
4578,700,630,2007,17,4,5,1
4579,775,800,2007,16,4,5,1
4579,800,775,2007,0,1,5,1
4580,750,710,2007,11,3,5,0
4580,710,750,2007,0,1,5,0
4581,2,770,2008,17,4,5,0
4581,770,2,2008,17,4,5,0
4582,750,771,2008,17,4,5,0
4582,771,750,2008,17,4,5,0
4583,630,700,2008,17,4,5,0
4583,700,630,2008,17,4,5,0
4584,700,770,2008,17,4,5,2
4584,770,700,2008,17,4,5,2
4585,770,750,2008,17,4,NA,2
4585,750,770,2008,17,4,NA,2
4586,820,850,2008,7,3,5,0
4586,850,820,2008,0,1,5,0
4587,780,750,2008,16,4,5,0
4587,750,780,2008,0,1,5,0
4588,800,811,2008,17,4,5,1
4588,811,800,2008,17,4,5,1
4589,850,910,2008,16,4,5,0
4589,910,850,2008,0,1,5,0
4590,771,750,2008,17,4,5,1
4590,750,771,2008,17,4,5,1
4591,771,775,2008,7,3,5,0
4591,775,771,2008,11,3,5,0
4592,750,771,2008,7,3,6,0
4592,771,750,2008,7,3,6,0
4593,750,771,2009,17,4,5,1
4593,771,750,2009,17,4,5,1
4594,630,700,2009,17,4,5,1
4594,700,630,2009,17,4,5,1
4595,775,800,2009,16,4,5,0
4595,800,775,2009,0,1,5,0
4596,775,771,2009,11,3,5,0
4596,771,775,2009,11,3,5,0
4597,630,770,2009,11,3,5,0
4597,770,630,2009,0,1,5,0
4598,2,770,2010,17,4,5,1
4598,770,2,2010,17,4,5,1
4599,630,700,2010,15,4,NA,0
4599,700,630,2010,15,4,NA,0
