dispnum3,statea,stateb,year,hiact,hostlev,outcome,fatality
3043,352,645,1984,0,1,5,0
3044,600,615,1984,17,4,5,1
3044,615,600,1984,17,4,5,1
3045,645,640,1984,16,4,5,0
3045,640,645,1984,0,1,5,0
3046,645,450,1984,16,4,5,0
3046,645,200,1984,16,4,5,0
3046,450,645,1984,0,1,5,0
3046,200,645,1984,0,1,NA,NA
3048,630,670,1984,16,4,5,0
3048,670,630,1984,16,4,5,0
3049,645,95,1984,16,4,5,0
3049,95,645,1984,0,1,5,0
3050,850,910,1984,16,4,6,0
3050,910,850,1984,7,3,6,0
3051,620,625,1984,16,4,3,0
3051,620,2,1984,16,4,3,0
3051,620,651,1984,16,4,3,0
3051,625,620,1984,0,1,3,0
3051,2,620,1984,1,2,3,0
3051,651,620,1984,8,3,3,0
3052,645,200,1984,16,4,5,0
3052,200,645,1984,0,1,5,0
3053,645,750,1984,16,4,5,0
3053,750,645,1984,0,1,5,0
3054,670,680,1983,17,4,5,NA
3054,680,670,1983,17,4,5,NA
3055,750,771,1983,17,4,6,1
3055,771,750,1983,17,4,6,1
3056,530,625,1983,7,3,5,0
3056,625,530,1983,8,3,5,0
3057,645,350,1983,16,4,5,0
3057,350,645,1983,0,1,5,0
3058,56,40,1983,17,4,1,3
3058,53,55,1983,17,4,1,3
3058,54,40,1983,17,4,1,3
3058,51,55,1983,17,4,1,3
3058,57,40,1983,17,4,1,3
3058,58,55,1983,17,4,1,3
3058,2,40,1983,14,4,1,3
3058,56,55,1983,17,4,1,3
3058,53,40,1983,17,4,1,3
3058,54,55,1983,17,4,1,3
3058,51,40,1983,17,4,1,3
3058,57,55,1983,17,4,1,3
3058,58,40,1983,17,4,1,3
3058,2,55,1983,14,4,1,3
3058,40,56,1983,0,1,1,3
3058,55,53,1983,17,4,1,3
3058,40,54,1983,0,1,1,3
3058,55,51,1983,17,4,1,3
3058,40,57,1983,0,1,1,3
3058,55,58,1983,17,4,1,3
3058,40,2,1983,0,1,1,3
3058,55,56,1983,17,4,1,3
3058,40,53,1983,0,1,1,3
3058,55,54,1983,17,4,1,3
3058,40,51,1983,0,1,1,3
3058,55,57,1983,17,4,1,3
3058,40,58,1983,0,1,1,3
3058,55,2,1983,17,4,1,3
3059,630,700,1983,7,3,5,0
3059,700,630,1983,0,1,5,0
3060,551,490,1983,17,4,5,NA
3060,490,551,1983,17,4,5,NA
3062,652,2,1983,17,4,5,NA
3062,2,652,1983,17,4,5,NA
3063,365,732,1983,16,4,5,0
3063,732,365,1983,0,1,5,0
3064,160,200,1983,7,3,5,0
3064,200,160,1983,0,1,5,0
3065,625,620,1983,7,3,5,0
3065,2,620,1983,7,3,5,0
3065,620,625,1983,7,3,5,0
3065,620,2,1983,7,3,5,0
3066,483,475,1983,17,4,5,4
3066,475,483,1983,17,4,5,4
3067,365,385,1983,7,3,5,0
3067,385,365,1983,15,4,5,0
3068,140,620,1983,15,4,7,0
3068,620,140,1983,0,1,7,0
3070,541,560,1983,15,4,5,1
3070,560,541,1983,16,4,5,1
3071,2,630,1983,16,4,5,0
3071,630,2,1983,7,3,5,0
3072,620,651,1983,7,3,3,0
3072,620,2,1983,7,3,3,0
3072,620,625,1983,7,3,3,0
3072,651,620,1983,7,3,3,0
3072,2,620,1983,7,3,3,0
3072,625,620,1983,7,3,3,0
3073,560,570,1982,16,4,5,0
3073,570,560,1982,0,1,5,0
3074,775,800,1982,15,4,5,0
3074,800,775,1982,0,1,5,0
3075,800,775,1983,7,3,5,0
3075,775,800,1983,0,1,5,0
3076,452,461,1982,16,4,5,NA
3076,461,452,1982,16,4,5,NA
3077,200,160,1982,7,3,4,0
3077,160,200,1982,0,1,4,0
3078,645,732,1982,16,4,5,0
3078,732,645,1982,0,1,5,0
3079,645,350,1982,16,4,5,0
3079,350,645,1982,0,1,5,0
3082,812,800,1982,16,4,5,NA
3082,800,812,1982,16,4,5,NA
3083,850,910,1982,16,4,5,0
3083,910,850,1982,0,1,5,0
3085,101,110,1982,16,4,5,0
3085,110,101,1982,0,1,5,0
3086,652,645,1982,7,3,5,0
3086,645,652,1982,0,1,5,0
3088,620,2,1982,1,2,5,0
3088,2,620,1982,0,1,5,0
3089,365,325,1982,12,3,5,0
3089,325,365,1982,7,3,5,0
3090,490,551,1982,17,4,6,1
3090,551,490,1982,17,4,6,1
3092,666,670,1981,12,3,5,0
3092,670,666,1981,7,3,5,0
3093,365,380,1981,7,3,5,0
3093,380,365,1981,7,3,5,0
3095,630,690,1981,16,4,5,0
3095,690,630,1981,0,1,5,0
3096,750,771,1981,17,4,5,1
3096,771,750,1981,17,4,5,1
3097,630,640,1981,17,4,5,1
3097,640,630,1981,17,4,5,1
3098,620,520,1981,7,3,5,NA
3098,620,625,1981,7,3,5,NA
3098,620,698,1981,7,3,5,NA
3098,620,2,1981,7,3,5,NA
3098,620,651,1981,7,3,5,NA
3098,520,620,1981,7,3,5,NA
3098,625,620,1981,16,4,5,NA
3098,698,620,1981,7,3,5,NA
3098,2,620,1981,7,3,5,NA
3098,651,620,1981,7,3,5,NA
3099,651,620,1981,7,3,5,NA
3099,2,620,1981,16,4,5,NA
3099,620,651,1981,16,4,5,NA
3099,620,2,1981,16,4,5,NA
3100,630,390,1981,15,4,7,0
3100,390,630,1981,0,1,7,0
3101,666,645,1981,12,3,1,NA
3101,645,666,1981,0,1,1,NA
3102,816,710,1981,17,4,5,4
3102,710,816,1981,17,4,5,4
3104,475,471,1981,17,4,6,1
3104,471,475,1981,17,4,6,1
3105,130,2,1980,15,4,7,0
3105,2,130,1980,0,1,7,0
3106,652,663,1982,16,4,5,0
3106,663,652,1982,0,1,5,0
3107,652,663,1980,7,3,5,0
3107,652,666,1980,7,3,5,0
3107,663,652,1980,7,3,5,0
3107,666,652,1980,7,3,5,0
3108,630,690,1980,16,4,5,0
3108,690,630,1980,0,1,5,0
3109,750,771,1980,16,4,5,0
3109,771,750,1980,0,1,5,0
3111,775,800,1980,16,4,5,0
3111,800,775,1980,0,1,5,0
3112,490,551,1980,14,4,5,0
3112,551,490,1980,0,1,5,0
3113,600,615,1980,7,3,5,0
3113,615,600,1980,0,1,5,0
3114,812,800,1980,16,4,5,0
3114,800,812,1980,0,1,5,0
3115,680,698,1980,11,3,5,0
3115,365,698,1980,7,3,5,0
3115,698,680,1980,0,1,5,0
3115,698,365,1980,0,1,5,0
3116,345,365,1980,1,2,5,0
3116,365,345,1980,0,1,5,0
3117,820,840,1980,7,3,4,0
3117,840,820,1980,0,1,4,0
3118,651,620,1980,7,3,5,0
3118,620,651,1980,11,3,5,0
3119,600,435,1980,16,4,5,0
3119,435,600,1980,0,1,5,0
3120,100,93,1980,7,3,5,0
3120,93,100,1980,0,1,5,0
3121,490,484,1980,7,3,4,0
3121,484,490,1980,0,1,4,0
3122,160,365,1977,15,4,7,0
3122,365,160,1977,0,1,7,0
3126,651,620,1977,17,4,5,3
3126,620,651,1977,17,4,5,3
3127,560,510,1977,17,4,5,1
3127,560,551,1977,17,4,5,1
3127,510,560,1977,1,2,5,1
3127,551,560,1977,17,4,5,1
3129,520,501,1977,17,4,5,NA
3129,501,520,1977,17,4,5,NA
3130,800,775,1977,12,3,5,0
3130,775,800,1977,0,1,5,0
3131,552,510,1977,17,4,5,NA
3131,552,551,1977,17,4,5,NA
3131,510,552,1977,1,2,5,NA
3131,551,552,1977,18,4,5,NA
3135,200,235,1966,7,3,4,0
3135,235,200,1966,0,1,4,0
3163,365,640,1962,16,4,5,0
3163,640,365,1962,0,1,5,0
3165,640,652,1962,17,4,5,1
3165,652,640,1962,17,4,5,1
3166,652,660,1963,16,4,6,1
3166,660,652,1963,0,1,6,1
3167,652,660,1963,12,3,5,0
3167,660,652,1963,0,1,5,0
3168,652,640,1965,17,4,5,1
3168,640,652,1965,17,4,5,1
3169,645,640,1965,16,4,5,0
3169,640,645,1965,0,1,5,0
3170,670,666,1967,7,3,5,0
3170,666,670,1967,7,3,5,0
3171,663,652,1966,8,3,5,1
3171,652,663,1966,16,4,5,1
3172,645,690,1967,12,3,5,0
3172,690,645,1967,7,3,5,0
3173,652,660,1969,17,4,6,NA
3173,660,652,1969,17,4,6,NA
3174,365,666,1974,12,3,5,0
3174,666,365,1974,7,3,5,0
3175,651,620,1975,16,4,5,0
3175,620,651,1975,10,3,5,0
3176,645,652,1976,7,3,6,0
3176,652,645,1976,7,3,6,0
3179,652,200,1976,16,4,5,0
3179,200,652,1976,0,1,5,0
3180,666,645,1981,12,3,5,0
3180,645,666,1981,0,1,5,0
3206,235,490,1969,12,3,7,0
3206,490,235,1969,15,4,7,0
3215,551,560,1973,16,4,5,0
3215,560,551,1973,16,4,5,0
3217,817,710,1974,7,3,5,0
3217,817,713,1974,7,3,5,0
3217,817,840,1974,7,3,5,0
3217,710,817,1974,0,1,5,0
3217,713,817,1974,0,1,5,0
3217,840,817,1974,0,1,5,0
3227,560,551,1974,16,4,5,NA
3227,551,560,1974,16,4,5,NA
3244,135,2,1962,15,4,7,0
3244,2,135,1962,0,1,7,0
3267,500,551,1973,8,3,5,0
3267,551,500,1973,0,1,5,0
3300,840,811,1968,12,3,7,0
3300,811,840,1968,15,4,7,0
3377,651,666,1963,17,4,5,NA
3377,666,651,1963,17,4,5,NA
3378,651,666,1964,7,3,5,0
3378,666,651,1964,15,4,5,0
3379,651,666,1966,7,3,5,NA
3379,666,651,1966,16,4,5,NA
3380,651,666,1973,17,4,5,NA
3380,666,651,1973,17,4,5,NA
3381,651,666,1975,1,2,5,0
3381,666,651,1975,0,1,5,0
3382,666,651,1977,8,3,5,0
3382,651,666,1977,0,1,5,0
3383,666,651,1979,7,3,6,NA
3383,651,666,1979,0,1,6,NA
3384,651,666,1983,7,3,3,0
3384,666,651,1983,0,1,3,0
3385,651,666,1983,15,4,7,0
3385,666,651,1983,12,3,7,0
3387,651,666,1970,16,4,5,NA
3387,666,651,1970,7,3,5,NA
3412,663,666,1966,1,2,5,0
3412,651,666,1966,7,3,5,0
3412,652,666,1966,16,4,5,0
3412,666,663,1966,16,4,5,0
3412,666,651,1966,16,4,5,0
3412,666,652,1966,16,4,5,0
3437,652,666,1973,16,4,2,NA
3437,666,652,1973,16,4,2,NA
3438,652,666,1974,8,3,5,0
3438,666,652,1974,15,4,5,0
3439,666,652,1975,16,4,5,0
3439,652,666,1975,16,4,5,0
3440,666,652,1978,17,4,5,0
3440,652,666,1978,17,4,5,0
3441,652,666,1979,16,4,5,1
3441,666,652,1979,16,4,5,1
3443,652,666,1985,16,4,5,NA
3443,666,652,1985,16,4,5,NA
3444,666,652,1982,20,5,2,6
3444,666,660,1982,20,5,2,6
3444,652,666,1982,20,5,NA,NA
3444,660,666,1982,20,5,2,6
3446,652,666,1967,17,4,5,0
3446,666,652,1967,17,4,5,0
3447,652,666,1968,17,4,5,NA
3447,666,652,1968,17,4,5,NA
3448,660,666,1980,17,4,5,1
3448,652,666,1980,17,4,5,1
3448,666,660,1980,17,4,5,1
3448,666,652,1980,17,4,5,1
3540,812,800,1983,17,4,5,2
3540,800,812,1983,17,4,5,2
3541,2,630,1984,7,3,5,0
3541,630,2,1984,7,3,5,0
3550,135,2,1992,16,4,5,0
3550,2,135,1992,0,1,5,0
3551,211,345,1992,13,4,1,0
3551,20,345,1992,7,3,NA,NA
3551,390,345,1992,7,3,NA,NA
3551,220,345,1992,13,4,1,0
3551,255,345,1992,13,4,1,0
3551,350,345,1992,13,4,1,0
3551,325,345,1992,13,4,1,0
3551,210,345,1992,13,4,1,0
3551,235,345,1992,7,3,NA,NA
3551,360,345,1993,15,4,NA,NA
3551,230,345,1992,13,4,1,0
3551,640,345,1992,13,4,1,0
3551,200,345,1992,13,4,1,0
3551,2,345,1992,13,4,1,0
3551,345,211,1992,15,4,1,0
3551,345,20,1992,15,4,1,0
3551,345,390,1992,15,4,1,0
3551,345,220,1992,15,4,1,0
3551,345,255,1992,15,4,1,0
3551,345,350,1992,15,4,1,0
3551,345,325,1992,15,4,1,0
3551,345,210,1992,15,4,1,0
3551,345,235,1992,15,4,1,0
3551,345,360,1992,15,4,1,0
3551,345,230,1992,15,4,1,0
3551,345,640,1992,15,4,1,0
3551,345,200,1992,15,4,1,0
3551,345,2,1992,15,4,1,0
3552,2,645,1992,17,4,5,NA
3552,200,645,1992,17,4,5,NA
3552,220,645,1992,17,4,5,NA
3552,690,645,1992,17,4,5,NA
3552,365,645,1993,1,2,NA,NA
3552,670,645,1993,0,1,NA,NA
3552,645,2,1992,17,4,5,NA
3552,645,200,1992,17,4,5,NA
3552,645,220,1992,17,4,5,NA
3552,645,690,1992,17,4,5,NA
3552,645,365,1992,17,4,5,NA
3552,645,670,1992,17,4,5,NA
3554,339,345,1992,11,3,5,0
3554,345,339,1992,0,1,5,0
3555,344,345,1992,17,4,5,4
3555,345,344,1992,17,4,5,4
3556,344,346,1992,17,4,NA,NA
3556,346,344,1992,17,4,NA,NA
3557,345,346,1992,17,4,5,4
3557,346,345,1992,17,4,5,4
3558,365,359,1992,17,4,6,NA
3558,359,365,1992,17,4,6,NA
3559,365,369,1992,15,4,5,0
3559,369,365,1992,0,1,5,0
3560,365,366,1992,17,4,5,0
3560,366,365,1992,17,4,5,0
3561,365,372,1992,17,4,2,2
3561,372,365,1992,17,4,2,2
3563,365,380,1992,12,3,5,0
3563,380,365,1992,16,4,5,0
3564,371,373,1992,17,4,5,6
3564,365,630,1993,17,4,NA,NA
3564,371,640,1992,17,4,5,6
3564,365,373,1993,17,4,NA,NA
3564,371,630,1992,17,4,5,6
3564,365,640,1993,17,4,NA,NA
3564,373,371,1992,17,4,5,6
3564,630,365,1993,7,3,NA,NA
3564,640,371,1993,16,4,NA,NA
3564,373,365,1992,17,4,5,6
3564,630,371,1993,7,3,NA,NA
3564,640,365,1993,16,4,NA,NA
3565,433,404,1992,16,4,5,0
3565,404,433,1992,0,1,5,0
3566,630,645,1992,16,4,5,0
3566,645,630,1992,7,3,5,0
3567,630,696,1992,7,3,5,0
3567,696,630,1992,0,1,5,0
3568,645,690,1992,17,4,5,1
3568,645,220,1992,17,4,5,1
3568,645,200,1992,17,4,5,1
3568,645,2,1992,17,4,5,1
3568,690,645,1992,17,4,5,1
3568,220,645,1993,1,2,NA,NA
3568,200,645,1993,1,2,NA,NA
3568,2,645,1993,1,2,NA,NA
3569,670,694,1992,14,4,6,0
3569,694,670,1992,0,1,6,0
3570,731,732,1992,17,4,5,1
3570,732,731,1992,17,4,5,1
3572,750,910,1992,16,4,5,0
3572,910,750,1992,0,1,5,0
3573,820,830,1992,15,4,7,0
3573,830,820,1992,0,1,7,0
3574,775,800,1992,16,4,6,NA
3574,800,775,1992,16,4,6,NA
3602,490,551,1977,16,4,5,0
3602,551,490,1977,0,1,5,0
3603,816,800,1977,16,4,5,0
3603,800,816,1977,0,1,5,0
3604,651,352,1978,17,4,5,NA
3604,352,651,1978,17,4,5,NA
3606,365,385,1978,7,3,5,0
3606,385,365,1978,0,1,5,0
3607,600,230,1979,15,4,7,0
3607,230,600,1979,0,1,7,0
3610,850,816,1980,7,3,5,0
3610,816,850,1980,7,3,5,0
3612,840,740,1982,16,4,5,0
3612,740,840,1982,0,1,5,0
3613,2,680,1982,7,3,5,0
3613,698,680,1982,7,3,5,0
3613,680,2,1982,0,1,5,0
3613,680,698,1982,0,1,5,0
3614,816,710,1983,16,4,5,2
3614,710,816,1983,16,4,5,2
3615,365,380,1983,12,3,7,0
3615,380,365,1983,15,4,7,0
3616,820,710,1983,7,3,5,0
3616,820,816,1983,7,3,5,0
3616,710,820,1983,0,1,5,0
3616,816,820,1983,0,1,5,0
3617,630,694,1984,16,4,5,0
3617,630,692,1984,16,4,5,0
3617,630,696,1984,16,4,5,0
3617,630,698,1984,16,4,5,0
3617,630,670,1984,16,4,5,0
3617,630,690,1984,16,4,5,0
3617,694,630,1984,0,1,5,0
3617,692,630,1984,0,1,5,0
3617,696,630,1984,0,1,5,0
3617,698,630,1984,0,1,5,0
3617,670,630,1984,1,2,5,0
3617,690,630,1984,1,2,5,0
3618,775,800,1985,17,4,5,NA
3618,800,775,1985,17,4,5,NA
3620,620,2,1985,7,3,5,0
3620,620,651,1985,7,3,5,0
3620,2,620,1985,7,3,5,0
3620,651,620,1985,8,3,5,0
3621,820,840,1985,16,4,5,0
3621,840,820,1985,0,1,5,0
3622,710,816,1985,17,4,5,NA
3622,816,710,1985,17,4,5,NA
3625,630,670,1985,7,3,3,0
3625,630,2,1985,7,3,3,0
3625,630,200,1985,7,3,3,0
3625,630,690,1985,7,3,3,0
3625,670,630,1985,1,2,3,0
3625,2,630,1985,1,2,3,0
3625,200,630,1985,1,2,3,0
3625,690,630,1985,8,3,3,0
3626,750,771,1986,16,4,5,1
3626,771,750,1986,12,3,5,1
3628,710,816,1986,20,5,5,6
3628,816,710,1986,20,5,5,6
3629,432,439,1986,17,4,5,NA
3629,439,432,1986,17,4,5,NA
3630,160,200,1982,20,5,2,6
3630,200,160,1982,20,5,2,6
3631,620,220,1977,17,4,1,NA
3631,620,483,1977,17,4,1,NA
3631,220,620,1978,17,4,NA,NA
3631,483,620,1977,17,4,1,NA
3632,616,620,1980,8,3,5,0
3632,620,616,1980,0,1,5,0
3633,483,620,1981,1,2,NA,NA
3633,220,620,1980,7,3,5,0
3633,620,483,1980,7,3,5,0
3633,620,220,1980,7,3,5,0
3634,620,490,1983,16,4,5,NA
3634,620,220,1983,16,4,5,NA
3634,620,483,1983,16,4,5,NA
3634,620,2,1983,16,4,5,NA
3634,490,620,1983,17,4,5,NA
3634,220,620,1983,17,4,5,NA
3634,483,620,1983,16,4,5,NA
3634,2,620,1983,8,3,NA,NA
3635,620,483,1986,17,4,5,NA
3635,620,220,1986,17,4,5,NA
3635,483,620,1986,17,4,5,NA
3635,220,620,1986,8,3,5,NA
3636,620,2,1986,16,4,3,NA
3636,2,620,1986,16,4,3,NA
3637,365,2,1986,7,3,5,0
3637,2,365,1986,0,1,5,0
3638,816,710,1987,12,3,5,1
3638,710,816,1987,16,4,5,1
3639,816,710,1984,17,4,5,NA
3639,710,816,1984,17,4,5,NA
3659,365,666,1971,12,3,5,0
3659,666,365,1971,0,1,5,0
3900,20,2,1989,16,4,5,0
3900,2,20,1989,0,1,5,0
3901,95,2,1989,16,4,2,3
3901,2,95,1989,16,4,2,3
3904,92,91,1989,17,4,5,1
3904,91,92,1989,17,4,5,1
3905,91,93,1989,16,4,5,1
3905,93,91,1989,16,4,5,1
3906,220,581,1989,14,4,1,0
3906,581,220,1989,0,1,1,0
3907,220,660,1989,7,3,5,0
3907,660,220,1989,0,1,5,0
3908,652,338,1989,16,4,5,0
3908,338,652,1989,0,1,5,0
3909,640,350,1989,7,3,5,0
3909,350,640,1989,8,3,5,0
3910,435,433,1989,16,4,5,0
3910,433,435,1989,7,3,5,0
3911,500,501,1989,17,4,5,2
3911,501,500,1989,17,4,5,2
3912,625,500,1989,17,4,6,1
3912,500,625,1989,17,4,6,1
3913,520,501,1989,16,4,5,0
3913,501,520,1989,1,2,5,0
3914,645,630,1989,17,4,5,1
3914,630,645,1989,17,4,5,1
3915,651,666,1989,16,4,5,0
3915,666,651,1989,0,1,5,0
3916,770,700,1989,7,3,5,0
3916,700,770,1989,16,4,5,0
3917,731,732,1989,15,4,5,0
3917,732,731,1989,0,1,5,0
3918,750,780,1989,17,4,5,0
3918,780,750,1989,17,4,5,0
3919,775,800,1989,16,4,5,0
3919,800,775,1989,0,1,5,0
3920,816,800,1989,16,4,5,0
3920,800,816,1989,0,1,5,0
3921,630,645,1989,17,4,5,0
3921,645,630,1989,17,4,5,0
3922,652,640,1989,16,4,5,0
3922,640,652,1989,0,1,5,0
3950,2,40,1990,16,4,5,0
3950,40,2,1990,10,3,5,0
3951,220,731,1990,16,4,5,0
3951,731,220,1990,0,1,5,0
3952,433,404,1990,15,4,5,1
3952,404,433,1990,16,4,5,1
3953,433,435,1989,17,4,5,2
3953,435,433,1989,17,4,5,2
3954,450,437,1990,1,2,5,0
3954,437,450,1990,0,1,5,0
3955,490,551,1990,16,4,5,0
3955,551,490,1990,0,1,5,0
3956,645,666,1990,16,4,5,0
3956,666,645,1990,8,3,5,0
3957,663,640,1990,0,1,2,6
3957,645,451,1990,20,5,2,6
3957,663,433,1990,0,1,2,6
3957,645,770,1990,20,5,2,6
3957,663,436,1990,0,1,2,6
3957,645,600,1990,20,5,2,6
3957,663,771,1990,0,1,2,6
3957,645,210,1990,20,5,2,6
3957,663,160,1990,0,1,2,6
3957,645,230,1990,20,5,2,6
3957,663,211,1990,0,1,2,6
3957,645,350,1990,20,5,2,6
3957,663,255,1990,0,1,2,6
3957,645,694,1990,20,5,2,6
3957,663,698,1990,0,1,2,6
3957,645,900,1990,20,5,2,6
3957,663,692,1990,0,1,2,6
3957,645,652,1990,20,5,2,6
3957,663,20,1990,0,1,2,6
3957,645,696,1990,20,5,2,6
3957,663,200,1990,0,1,2,6
3957,645,651,1990,20,5,2,6
3957,663,220,1990,0,1,2,6
3957,645,325,1990,20,5,2,6
3957,663,670,1990,0,1,2,6
3957,645,2,1990,20,5,2,6
3957,663,690,1990,0,1,2,6
3957,645,640,1990,20,5,2,6
3957,663,451,1990,0,1,2,6
3957,645,433,1990,20,5,2,6
3957,663,770,1990,0,1,2,6
3957,645,436,1990,20,5,2,6
3957,663,600,1990,0,1,2,6
3957,645,771,1990,20,5,2,6
3957,663,210,1990,0,1,2,6
3957,645,160,1990,20,5,2,6
3957,663,230,1990,0,1,2,6
3957,645,211,1990,20,5,2,6
3957,663,350,1990,0,1,2,6
3957,645,255,1990,20,5,2,6
3957,663,694,1990,0,1,2,6
3957,645,698,1990,20,5,2,6
3957,663,900,1990,0,1,2,6
3957,645,692,1990,20,5,2,6
3957,663,652,1990,0,1,2,6
3957,645,20,1990,20,5,2,6
3957,663,696,1990,0,1,2,6
3957,645,200,1990,20,5,2,6
3957,663,651,1990,0,1,2,6
3957,645,220,1990,20,5,2,6
3957,663,325,1990,0,1,2,6
3957,645,670,1990,20,5,2,6
3957,663,2,1990,0,1,2,6
3957,645,690,1990,20,5,2,6
3957,640,663,1990,7,3,2,6
3957,451,645,1990,7,3,2,6
3957,433,663,1990,7,3,2,6
3957,770,645,1990,7,3,2,6
3957,436,663,1990,7,3,2,6
3957,600,645,1990,7,3,2,6
3957,771,663,1990,7,3,2,6
3957,210,645,1990,7,3,2,6
3957,160,663,1990,7,3,2,6
3957,230,645,1990,7,3,2,6
3957,211,663,1990,7,3,2,6
3957,350,645,1990,7,3,2,6
3957,255,663,1991,7,3,NA,NA
3957,694,645,1991,16,4,NA,NA
3957,698,663,1991,16,4,NA,NA
3957,900,645,1990,16,4,2,6
3957,692,663,1991,16,4,NA,NA
3957,652,645,1990,20,5,2,6
3957,20,663,1990,20,5,2,6
3957,696,645,1990,16,4,2,6
3957,200,663,1990,20,5,2,6
3957,651,645,1990,20,5,2,6
3957,220,663,1990,20,5,2,6
3957,325,645,1990,20,5,2,6
3957,670,663,1990,20,5,2,6
3957,2,645,1990,20,5,2,6
3957,690,663,1990,17,4,NA,NA
3957,640,645,1990,7,3,2,6
3957,451,663,1990,7,3,2,6
3957,433,645,1990,7,3,2,6
3957,770,663,1990,7,3,2,6
3957,436,645,1990,7,3,2,6
3957,600,663,1990,7,3,2,6
3957,771,645,1990,7,3,2,6
3957,210,663,1990,7,3,2,6
3957,160,645,1990,7,3,2,6
3957,230,663,1990,7,3,2,6
3957,211,645,1990,7,3,2,6
3957,350,663,1990,7,3,2,6
3957,255,645,1991,7,3,NA,NA
3957,694,663,1991,16,4,NA,NA
3957,698,645,1991,16,4,NA,NA
3957,900,663,1990,16,4,2,6
3957,692,645,1991,16,4,NA,NA
3957,652,663,1990,20,5,2,6
3957,20,645,1990,20,5,2,6
3957,696,663,1990,16,4,2,6
3957,200,645,1990,20,5,2,6
3957,651,663,1990,20,5,2,6
3957,220,645,1990,20,5,2,6
3957,325,663,1990,20,5,2,6
3957,670,645,1990,20,5,2,6
3957,2,663,1990,20,5,2,6
3957,690,645,1990,17,4,NA,NA
3958,666,663,1990,17,4,5,1
3958,663,666,1990,17,4,5,1
3959,750,770,1990,17,4,6,1
3959,770,750,1990,17,4,6,1
3960,775,800,1990,17,4,5,1
3960,800,775,1990,17,4,5,1
3961,850,910,1990,16,4,6,0
3961,910,850,1990,0,1,6,0
3970,651,625,1991,7,3,5,0
3970,625,651,1991,0,1,5,0
3971,645,740,1991,1,2,5,0
3971,740,645,1991,0,1,5,0
3972,2,20,1991,15,4,7,0
3972,20,2,1991,0,1,7,0
3973,630,2,1991,16,4,5,0
3973,2,630,1991,16,4,5,0
3974,220,645,1991,7,3,8,NA
3974,200,645,1991,17,4,8,NA
3974,2,645,1991,16,4,8,NA
3974,645,220,1991,16,4,8,NA
3974,645,200,1991,16,4,8,NA
3974,645,2,1991,16,4,8,NA
3975,220,490,1991,7,3,6,0
3975,211,490,1991,7,3,6,0
3975,490,220,1991,0,1,6,0
3975,490,211,1991,0,1,6,0
3976,345,305,1991,12,3,5,0
3976,305,345,1991,7,3,5,0
3977,345,310,1991,12,3,5,0
3977,310,345,1991,7,3,5,0
3978,451,450,1991,14,4,5,0
3978,450,451,1991,0,1,5,0
3979,500,517,1991,17,4,5,NA
3979,517,500,1991,17,4,5,NA
3980,640,645,1991,16,4,5,0
3980,645,640,1991,0,1,5,0
3981,666,645,1991,12,3,5,0
3981,645,666,1991,0,1,5,0
3982,645,690,1991,15,4,5,0
3982,690,645,1991,16,4,5,0
3983,713,710,1991,8,3,5,0
3983,710,713,1991,0,1,5,0
3984,732,731,1991,8,3,5,0
3984,731,732,1991,0,1,5,0
3985,750,770,1991,17,4,5,NA
3985,770,750,1991,17,4,5,NA
3986,775,771,1991,16,4,5,1
3986,771,775,1991,7,3,5,1
3987,135,130,1991,12,3,5,0
3987,130,135,1991,7,3,5,0
3988,91,93,1991,16,4,5,0
3988,93,91,1991,16,4,5,0
3994,666,660,1977,17,4,5,NA
3994,660,666,1977,17,4,5,NA
4001,800,811,1994,17,4,5,1
4001,811,800,1994,17,4,5,1
4002,800,775,1995,8,3,5,0
4002,775,800,1995,16,4,5,0
4003,775,800,1996,11,3,1,0
4003,800,775,1996,8,3,1,0
4004,816,811,1996,14,4,1,0
4004,811,816,1996,11,3,1,0
4005,771,750,1995,17,4,NA,NA
4005,750,771,1995,17,4,NA,NA
4006,750,771,1996,8,3,5,0
4006,771,750,1996,0,1,5,0
4007,770,750,1993,20,5,5,6
4007,750,770,1993,17,4,5,6
4008,816,800,1995,17,4,5,1
4008,800,816,1995,17,4,5,1
4009,101,100,1995,15,4,6,0
4009,100,101,1995,0,1,6,0
4010,91,92,1993,11,3,1,0
4010,92,91,1993,0,1,1,0
4011,93,91,1995,17,4,5,0
4011,91,93,1995,17,4,5,0
4012,91,93,1995,1,2,5,0
4012,93,91,1995,0,1,5,0
4013,130,135,1995,17,4,5,4
4013,135,130,1995,17,4,5,4
4014,80,90,1993,12,3,5,0
4014,90,80,1993,11,3,5,0
4015,80,90,1995,12,3,5,0
4015,90,80,1995,11,3,5,0
4016,160,41,1993,13,4,1,0
4016,20,41,1993,13,4,1,0
4016,42,41,1994,13,4,NA,NA
4016,220,41,1993,13,4,1,0
4016,210,41,1993,13,4,1,0
4016,200,41,1993,13,4,1,0
4016,2,41,1993,13,4,1,0
4016,41,160,1993,7,3,1,0
4016,41,20,1993,7,3,1,0
4016,41,42,1993,7,3,1,0
4016,41,220,1993,7,3,1,0
4016,41,210,1993,7,3,1,0
4016,41,200,1993,7,3,1,0
4016,41,2,1993,7,3,1,0
4018,731,710,1993,17,4,5,1
4018,710,731,1993,17,4,5,1
4019,731,710,1995,16,4,5,0
4019,710,731,1995,0,1,5,0
4020,713,710,1995,16,4,5,0
