country.b,country.a,exp.comp,imp.comp,statea,stateb,year,dispnum3,endyear,hiact,hostlev,outcome,fatality,victor,loser,is.war,pb.exps,pb.imps,delta.exp.comp,delta.imp.comp
Jordan,Pakistan,0.005796492291456176,0.1203384748171385,770,663,1990,3957,1991,7,Display of force,2,6,1,0,1,0.004984627861724951,0.24625578157002231,-8.118644297312252e-4,0.12591730675288382
Jordan,Belgium-Lux,0.047224340457944707,0.048570039231559885,211,663,1990,3957,1991,7,Display of force,2,6,1,0,1,0.004426638157952121,0.10650659713579134,-0.042797702299992586,0.05793655790423146
Jordan,"France,Monac",0.026233611882244715,0.07658282020674681,220,663,1990,3957,1991,20,War,2,6,1,0,1,0.005256475414641332,0.1596720694570976,-0.020977136467603383,0.0830892492503508
Jordan,Greece,0.007720206920744259,0.08073496436898961,350,663,1990,3957,1991,7,Display of force,2,6,1,0,1,0.006958935039438965,0.1905884369401084,-7.612718813052935e-4,0.1098534725711188
Jordan,Italy,0.025281504015715554,0.0685349616032755,325,663,1990,3957,1991,20,War,2,6,1,0,1,0.008870134324604735,0.12371600412784245,-0.016411369691110816,0.055181042524566945
Jordan,Netherlands,0.018148466221366413,0.06477512801276625,210,663,1990,3957,1991,7,Display of force,2,6,1,0,1,0.006280615094806783,0.14757125737191693,-0.01186785112655963,0.08279612935915068
Jordan,Spain,0.026591791858898466,0.09206897796752843,230,663,1990,3957,1991,7,Display of force,2,6,1,0,1,0.0030883212333516377,0.16632624605531304,-0.023503470625546828,0.07425726808778461
Jordan,UK,0.012753300542100342,0.0871288060103707,200,663,1990,3957,1991,20,War,2,6,1,0,1,0.011003464156836349,0.15862457963934187,-0.0017498363852639937,0.07149577362897118
Jordan,Australia,0.004134908257667478,0.05628405454888583,900,663,1990,3957,1991,16,Use of force,2,6,1,0,1,0.004519277262052638,0.22530403166586965,3.843690043851596e-4,0.16901997711698383
Russian Fed,Georgia,0.20100979182060033,NA,372,365,1992,3561,1993,17,Use of force,2,2,1,0,1,0.019446040757683372,NA,-0.18156375106291694,NA
Yugoslavia,USA,0.03926805550627425,-0.0027160067112362144,2,345,1992,3551,1996,13,Use of force,1,0,1,0,1,0.005691370016140002,-0.003114975714386326,-0.03357668549013425,-3.9896900315011157e-4
Yugoslavia,Turkey,0.3268447448708467,-0.002254037433098092,640,345,1992,3551,1996,13,Use of force,1,0,1,0,1,0.14664186276683322,-0.00400068457625135,-0.18020288210401347,-0.0017466471431532575
Yugoslavia,Belgium-Lux,0.3216618512263365,-0.0028743070991146696,211,345,1992,3551,1996,13,Use of force,1,0,1,0,1,0.047940181012701144,-0.0036424301759982094,-0.27372167021363536,-7.681230768835398e-4
Yugoslavia,"France,Monac",0.21120934337894934,-0.004157038999555838,220,345,1992,3551,1996,13,Use of force,1,0,1,0,1,0.06042574506609942,-0.004921190914216281,-0.15078359831284993,-7.641519146604422e-4
Yugoslavia,Germany,0.24255355887918947,-0.003983920187460652,255,345,1992,3551,1996,13,Use of force,1,0,1,0,1,0.03058349459805757,-0.005242258508512463,-0.2119700642811319,-0.0012583383210518105
Yugoslavia,Greece,0.2225151207357144,-0.0028259743209797026,350,345,1992,3551,1996,13,Use of force,1,0,1,0,1,0.11355127923278777,-0.004010268052654874,-0.10896384150292662,-0.0011842937316751717
Yugoslavia,Italy,0.4152773308666228,-0.0027301484237661636,325,345,1992,3551,1996,13,Use of force,1,0,1,0,1,0.062265878387555075,-0.003663937346560632,-0.3530114524790677,-9.337889227944685e-4
Yugoslavia,Netherlands,0.13047057930016548,-0.00465408876623266,210,345,1992,3551,1996,13,Use of force,1,0,1,0,1,0.049163200031673716,-0.004483863743470277,-0.08130737926849177,1.7022502276238267e-4
Yugoslavia,Spain,0.5269127792142648,-0.0032315010044611475,230,345,1992,3551,1996,13,Use of force,1,0,1,0,1,0.03385484453103563,-0.0038656596335520607,-0.4930579346832292,-6.341586290909132e-4
Yugoslavia,UK,0.2375255667919971,-0.004179446036951954,200,345,1992,3551,1996,13,Use of force,1,0,1,0,1,0.030621795417654002,-0.003966346548882765,-0.2069037713743431,2.1309948806918968e-4
El Salvador,Honduras,0.4521160165490325,0.32773159873003854,91,92,1993,4010,1993,11,Display of force,1,0,1,0,1,0.5132134483246452,0.4059709014568569,0.06109743177561272,0.07823930272681834
Belgium-Lux,Dem.Rp.Congo,0.024083463497691145,0.09039502463593128,490,211,1993,4032,1993,1,Threat to use force,4,0,1,0,1,0.010747586046368959,0.09062762725189448,-0.013335877451322186,2.3260261596319554e-4
Haiti,Canada,0.02003957582317097,0.032456578947162744,20,41,1993,4016,1994,13,Use of force,1,0,1,0,1,0.0759066648787718,0.15779955406205531,0.05586708905560084,0.12534297511489256
Haiti,USA,-0.0014230807694519778,0.015535919069619692,2,41,1993,4016,1994,13,Use of force,1,0,1,0,1,-7.691555990137802e-4,0.08309993089001638,6.539251704381976e-4,0.06756401182039669
Haiti,Argentina,0.010179399846946772,0.02319811972887306,160,41,1993,4016,1994,13,Use of force,1,0,1,0,1,0.014753917726190282,0.07997110556475275,0.00457451787924351,0.05677298583587968
Haiti,"France,Monac",0.010167528599183009,0.021008194928087014,220,41,1993,4016,1994,13,Use of force,1,0,1,0,1,0.027574553659788666,0.03348010157023053,0.01740702506060566,0.012471906642143513
Haiti,Netherlands,0.0070472666016722415,0.028327387111009815,210,41,1993,4016,1994,13,Use of force,1,0,1,0,1,0.031953626079561835,0.056899416354008164,0.024906359477889592,0.02857202924299835
Haiti,UK,0.0167872061977452,0.019584726360070134,200,41,1993,4016,1994,13,Use of force,1,0,1,0,1,0.055859178321200346,0.053106503776496713,0.039071972123455145,0.033521777416426576
Dem.Rp.Congo,Zambia,0.03392093466507441,0.17070697349127215,551,490,1994,4307,1994,0,No militarized action,3,0,1,0,1,0.033990054842144006,0.10796960709440091,6.9120177069594e-5,-0.06273736639687123
Latvia,Russian Fed,0.075636390229199435,NA,365,367,1994,4103,1994,8,Display of force,4,0,1,0,1,0.06318181237098312,NA,-0.012454577858216312,NA
Spain,Canada,0.019117936137941775,0.0878896399894305,20,230,1995,4031,1995,16,Use of force,1,0,1,0,1,0.018822305107745373,0.08757975834843552,-2.95631030196402e-4,-3.098816409949773e-4
Croatia,Yugoslavia,0.004455419984804381,0.10335788644056902,345,344,1995,4100,1995,7,Display of force,1,0,1,0,1,0.20116040600918797,-0.0048616253041559865,0.19670498602438358,-0.10821951174472501
Japan,Russian Fed,0.004490323431233028,0.06654410291039056,365,740,1996,4297,1996,15,Use of force,4,0,1,0,1,0.004296102988384634,0.0584173044724033,-1.9422044284839353e-4,-0.008126798437987262
Thailand,Myanmar,0.08741190058976887,0.15455332644975095,775,800,1996,4003,1996,11,Display of force,1,0,1,0,1,0.08835060677658668,0.08267037101423498,9.387061868178087e-4,-0.07188295543551597
Iraq,USA,-9.321719229940458e-5,0.0025095793678887902,2,645,1996,4271,1996,16,Use of force,4,NA,1,0,1,7.052735852690691e-4,0.008915771301886262,7.984907775684736e-4,0.006406191933997472
Iraq,Kuwait,0.06310246217235017,0.006822640822531609,690,645,1996,4271,1996,8,Display of force,4,NA,1,0,1,0.30267979329402467,0.01349754276946358,0.2395773311216745,0.00667490194693197
Iraq,UK,-4.013424515033844e-4,0.004471436175706761,200,645,1996,4271,1996,16,Use of force,4,NA,1,0,1,0.20674943088024578,0.017911831593689812,0.20715077333174917,0.013440395417983052
Congo,Angola,0.6925846827836695,0.14238818362397332,540,484,1997,4246,1997,17,Use of force,1,NA,1,0,1,0.6522945553650497,0.3760761288705051,-0.040290127418619814,0.2336879452465318
Sierra Leone,Ghana,0.17055558360047707,0.08039392087040302,452,451,1997,4251,1998,14,Use of force,1,NA,1,0,1,0.20560983932734742,0.039340234625662183,0.03505425572687035,-0.04105368624474084
Sierra Leone,Nigeria,2.915292717938594e-4,0.06506713739402549,475,451,1997,4251,1998,17,Use of force,1,NA,1,0,1,9.191002744917876e-4,0.07039231985375892,6.275710026979282e-4,0.00532518245973343
